ссылаться_VERB	refer_NOUN
зло_NOUN	piss_VERB
рикард_NOUN	rickard_ADV
конфуцианство_NOUN	confucianism_NOUN
публикация_NOUN	post_VERB
вопиять_NOUN	flagran_ADJ
ксенофобия_NOUN	xenophobic_ADJ
контрапункт_NOUN	counterpoint_NOUN
каб_NOUN	kub_NOUN
новинка_NOUN	now_ADJ
перегруппировка_NOUN	regroup_VERB
сосуд_NOUN	vessel_NOUN
доктрина_NOUN	doctrine_NOUN
сначала_ADV	first_ADJ
петер_NOUN	pter_NOUN
наркоман_NOUN	addict_NOUN
окружить_VERB	surround_VERB
колонист_NOUN	colonist_NOUN
восторг_NOUN	thril_VERB
корсак_NOUN	korsakofifth_ADJ
легализация_NOUN	regularization_NOUN
оплата_NOUN	pay_VERB
золотой_ADJ	gold_NOUN
кузьмич_NOUN	kuzmich_VERB
николай_NOUN	nikolay_ADV
жирный_ADJ	greasy_ADJ
флейт_NOUN	flute_VERB
журнал_NOUN	journal_ADJ
брюстер_NOUN	brewst_ADV
обнинск_NOUN	obninsk_VERB
нищета_NOUN	poverty_NOUN
пациентка_NOUN	patient_NOUN
замедление_NOUN	deceleration_NOUN
пинг_NOUN	p_VERB
чермак_NOUN	cermak_VERB
дельфинарий_NOUN	dolphinarium_NOUN
шарлотта_NOUN	charlotte_VERB
компиляция_NOUN	compilation_NOUN
боец_NOUN	combatant_NOUN
бирма_NOUN	burmis_VERB
босси_NOUN	bossi_NOUN
хильдегард_NOUN	hildegard_ADV
кадис_NOUN	cadiz_PROPN
берар_NOUN	brard_ADV
кошелёк_NOUN	purse_VERB
псалм_NOUN	psalm_NOUN
нравиться_VERB	like_VERB
беда_NOUN	trouble_NOUN
сияние_NOUN	shin_VERB
превзойти_VERB	beste_VERB
бергиша_NOUN	bergisch_VERB
земляк_NOUN	countryman_NOUN
бас_NOUN	bass_NOUN
подмаренник_NOUN	galium_NOUN
посредник_NOUN	facilitator_NOUN
экономия_NOUN	saving_NOUN
неудобный_ADJ	uncomfortable_ADJ
лекарство_NOUN	cure_NOUN
пудель_NOUN	poodle_NOUN
скандал_NOUN	scandal_ADJ
помогать_VERB	aid_VERB
восхищаться_VERB	admire_NOUN
гнездование_NOUN	nest_VERB
переработка_NOUN	recycl_VERB
аминь_NOUN	aman_ADV
гай_NOUN	guy_ADV
вставка_NOUN	insert_NOUN
догматик_NOUN	dogmatic_NOUN
стук_NOUN	knock_VERB
конденсатор_NOUN	capacitor_NOUN
баклан_NOUN	cormoran_ADJ
щелчок_NOUN	click_VERB
истощение_NOUN	exhaustion_NOUN
смертный_NOUN	mortal_NOUN
хоффман_NOUN	hoffman_NOUN
осока_NOUN	carex_NOUN
трибуна_NOUN	rostrum_NOUN
векь_NOUN	vechi_NOUN
геометрия_NOUN	geometry_NOUN
санитар_NOUN	corpsman_NOUN
разрешить_VERB	permit_VERB
роллинс_NOUN	rollin_NOUN
измельчение_NOUN	shredd_VERB
жир_NOUN	grease_VERB
монголия_NOUN	mongolian_NOUN
крак_NOUN	krakw_VERB
обездолить_VERB	destitute_VERB
еэк_NOUN	ece_NOUN
яхта_NOUN	yacht_NOUN
клиент_NOUN	customers_NOUN
ленфильм_NOUN	lenfilm_NOUN
шкаф_NOUN	closet_VERB
кейт_NOUN	kate_VERB
разгадать_VERB	unravel_ADJ
падение_NOUN	fall_VERB
монбельяр_NOUN	montbliard_NOUN
пайд_NOUN	paide_NOUN
заканчивать_VERB	finish_NOUN
эволюция_NOUN	evolution_NOUN
истина_NOUN	truth_NOUN
благодарить_VERB	thank_VERB
цепляться_VERB	cling_NOUN
эксплуатация_NOUN	exploitation_NOUN
мореходный_ADJ	seaworthy_ADV
нуль_NOUN	scratch_VERB
уверенность_NOUN	certainty_NOUN
фестиваль_NOUN	festival_ADJ
фриборн_NOUN	freeborn_VERB
зао_NOUN	cjsc_NOUN
именительный_ADJ	nominative_ADJ
левинска_NOUN	lewinsky_ADV
искусно_ADV	artfully_ADV
повреждение_NOUN	damage_NOUN
лак_NOUN	varnish_NOUN
красочный_ADJ	colourful_ADJ
аксель_NOUN	axel_ADV
хмель_NOUN	hops_NOUN
вертикально_ADV	vertically_ADV
сайкс_NOUN	syke_NOUN
калибр_NOUN	caliber_NOUN
горовица_NOUN	horowitz_PROPN
тележка_NOUN	trolley_NOUN
экхарт_NOUN	eckhart_VERB
равноправие_NOUN	equality_NOUN
такси_NOUN	taxi_NOUN
норт_NOUN	norte_VERB
чешский_ADJ	czech_VERB
технический_ADJ	technical_ADJ
горизонталь_NOUN	horizontal_ADJ
кузбасса_NOUN	kuzbass_NOUN
грант_NOUN	grant_ADJ
выстрел_NOUN	shot_NOUN
посторонний_ADJ	outsider_NOUN
охлаждение_NOUN	refrigeration_NOUN
кохановский_NOUN	kochanowski_NOUN
дипломат_NOUN	diplomat_NOUN
ученик_NOUN	pupil_NOUN
ржй_NOUN	rzhefifth_ADJ
заявлять_VERB	declare_NOUN
приобреесть_VERB	acquire_VERB
бампер_NOUN	bumper_NOUN
хоппа_NOUN	hoppe_NOUN
шерить_VERB	cheryl_NOUN
поход_NOUN	hike_NOUN
март_NOUN	marty_NOUN
гудьонсня_ADJ	gujohnsen_NOUN
хьюлетт_NOUN	hewlett_VERB
поклоняться_VERB	worship_NOUN
обойти_VERB	circumvent_NOUN
гарольд_NOUN	harold_NOUN
ощутимый_ADJ	tangible_ADJ
шатобрианин_NOUN	chateaubriand_NOUN
хаска_NOUN	husky_ADV
махно_ADV	makhno_ADV
блок_NOUN	block_NOUN
отклонение_NOUN	variance_NOUN
зик_NOUN	zeek_VERB
настраивать_VERB	configure_NOUN
усадьба_NOUN	homestead_ADV
восстанавливаться_VERB	recover_VERB
удар_NOUN	punch_NOUN
пик_NOUN	peek_VERB
ноготь_NOUN	fingernail_NOUN
прогноз_NOUN	predictions_NOUN
ребенок_NOUN	kid_NOUN
возмутить_VERB	outrage_VERB
ипр_NOUN	ypre_NOUN
сувалка_NOUN	suwaki_NOUN
азот_NOUN	nitrogen_ADV
люстра_NOUN	chandelier_NOUN
притча_NOUN	parable_ADJ
созерцание_NOUN	contemplation_NOUN
многожёнство_NOUN	polygyny_NOUN
джесси_NOUN	jesse_VERB
хауг_NOUN	hauge_NOUN
отследить_VERB	trace_NOUN
селеста_NOUN	celeste_VERB
одиноко_ADJ	lonely_ADV
пирамида_NOUN	pyramy_NOUN
мангр_NOUN	mangrove_NOUN
собеслав_NOUN	pinka_NOUN
постоянно_ADV	continuously_ADV
геометрический_ADJ	geometric_ADJ
понять_VERB	understood_ADV
фабианин_NOUN	fabian_NOUN
дополнительно_ADV	additional_ADJ
болгар_NOUN	bulgarian_NOUN
бич_NOUN	beach_VERB
морда_NOUN	mord_ADV
распятие_NOUN	crucifixion_NOUN
оборудование_NOUN	hardware_ADV
свободный_ADJ	freer_ADJ
бдительность_NOUN	vigilance_NOUN
законный_ADJ	lawful_ADJ
завершаться_VERB	conclude_NOUN
феодализм_NOUN	feudalism_NOUN
принуждение_NOUN	compulsion_NOUN
гарригес_NOUN	garrigue_NOUN
демонстрация_NOUN	demonstrate_VERB
условно_ADV	conditionally_ADV
местонахождение_NOUN	location_NOUN
обильный_ADJ	copious_ADJ
лодж_NOUN	lodge_NOUN
счет_NOUN	account_NOUN
одет_NOUN	dress_VERB
лечебный_ADJ	curative_ADJ
заключенный_NOUN	inmate_NOUN
сяопина_NOUN	xiaop_VERB
остородить_ADJ	careful_ADJ
доннелть_NOUN	donnell_ADV
участник_NOUN	participant_NOUN
верести_VERB	spindle_NOUN
шествие_NOUN	procession_NOUN
ротман_NOUN	rothman_NOUN
стс_NOUN	st_NOUN
оплодотворение_NOUN	fertilization_NOUN
вице_NOUN	vp_VERB
чич_NOUN	cheech_VERB
бурмейстер_NOUN	burmeist_NOUN
гильберт_NOUN	hilbert_VERB
пифагора_NOUN	pythagora_NOUN
провозгласить_VERB	proclaim_VERB
кварка_NOUN	quark_NOUN
патриотизм_NOUN	patriotism_NOUN
расширить_VERB	broaden_VERB
распродажа_NOUN	sale_NOUN
профессия_NOUN	profession_NOUN
уменьшить_VERB	decrease_VERB
положение_NOUN	situation_NOUN
внизу_ADV	downstair_NOUN
угощение_NOUN	treat_ADV
детектор_NOUN	detector_NOUN
вайс_NOUN	weiss_NOUN
годовщина_NOUN	anniversary_NOUN
седан_NOUN	sedans_NOUN
набросок_NOUN	sketch_VERB
геополитический_ADJ	geopolitical_ADJ
скотч_NOUN	scotch_VERB
выполнять_VERB	perform_NOUN
псевдонима_NOUN	aliase_NOUN
мисс_NOUN	miss_NOUN
подстрекательство_NOUN	instigation_NOUN
мс_NOUN	msm_NOUN
ненужный_ADJ	unnecessary_ADJ
рюкзак_NOUN	backpack_VERB
возбудимость_NOUN	excitability_NOUN
сливки_NOUN	cream_NOUN
астронавт_NOUN	astronaut_NOUN
опция_NOUN	option_NOUN
подлинность_NOUN	authenticity_NOUN
бегство_NOUN	flee_VERB
гавань_NOUN	harbour_NOUN
маршал_NOUN	marshal_NOUN
линчёпинг_NOUN	linkop_VERB
истец_NOUN	claiman_ADJ
излишек_NOUN	surpluse_NOUN
жулик_NOUN	crake_VERB
ледяной_ADJ	icy_NOUN
лодзь_NOUN	d_ADV
конвергенция_NOUN	convergence_NOUN
ревизионизм_NOUN	revisionism_NOUN
горбун_NOUN	gorbunofifth_ADJ
бёрк_NOUN	burke_VERB
недовольный_ADJ	disgruntle_VERB
фонология_NOUN	phonology_NOUN
сокрытие_NOUN	concealment_NOUN
изумительно_ADV	amaze_VERB
нарезка_NOUN	rifl_VERB
специальный_ADJ	special_ADJ
габриэль_NOUN	gabriel_NOUN
аната_NOUN	anat_ADV
линчея_NOUN	lincei_NOUN
муфта_NOUN	coupling_NOUN
каталог_NOUN	catalogue_NOUN
целостный_ADJ	holistic_ADJ
кореец_NOUN	korean_NOUN
качиньский_ADJ	kaczyski_NOUN
копирование_NOUN	copy_VERB
багамский_ADJ	bahama_NOUN
армен_NOUN	arman_ADV
противолодочный_ADJ	asw_ADV
фитц_NOUN	fitz_PROPN
валент_NOUN	valente_VERB
принудительный_ADJ	enforce_VERB
имя_NOUN	name_NOUN
снег_NOUN	snow_VERB
тонко_ADV	finely_ADV
филлис_NOUN	philly_NOUN
халед_NOUN	khal_VERB
иудей_NOUN	jew_NOUN
неверный_ADJ	unfaithful_ADJ
леблан_NOUN	leblanc_ADJ
выявление_NOUN	identify_VERB
обмен_NOUN	shar_VERB
риск_NOUN	risk_NOUN
каскадёр_NOUN	stuntman_NOUN
стрекоза_NOUN	dragonfly_ADV
неверно_ADJ	wrong_ADJ
нехарактерно_ADJ	uncharacteristically_ADV
плащ_NOUN	cloak_NOUN
клеомен_NOUN	cleomene_NOUN
шафь_NOUN	shafi_NOUN
олть_VERB	olly_ADV
пентьевр_NOUN	penthivre_NOUN
пиастр_NOUN	piastre_NOUN
справочник_NOUN	handbook_NOUN
начинать_VERB	start_NOUN
конструкция_NOUN	design_NOUN
директива_NOUN	directive_NOUN
ористать_VERB	oristano_ADV
суслик_NOUN	gopher_NOUN
бит_NOUN	bat_NOUN
кочевник_NOUN	nomads_NOUN
весёлый_ADJ	cheerful_ADJ
формулирование_NOUN	formulation_NOUN
неограниченный_ADJ	unrestrict_VERB
граната_NOUN	grenade_NOUN
олсти_NOUN	olden_ADV
неопределенный_ADJ	undefin_ADJ
обстрел_NOUN	shell_VERB
маркетт_NOUN	marquette_VERB
гражданский_ADJ	civic_ADJ
возникновение_NOUN	emergence_NOUN
юрай_NOUN	juraj_PROPN
исландия_NOUN	icelandic_ADJ
ливанский_ADJ	lebanis_VERB
кровоизлияние_NOUN	haemorrhage_NOUN
сельсовет_NOUN	selsoviet_VERB
малыш_NOUN	baby_NOUN
лицей_NOUN	lyce_NOUN
шанталь_NOUN	chantal_ADJ
причудливый_ADJ	quaint_ADJ
молоток_NOUN	gavel_NOUN
биатлонист_NOUN	biathlete_VERB
парагвай_NOUN	paraguay_NOUN
ковалев_NOUN	kovalefifth_ADJ
приготовление_NOUN	preparation_NOUN
стон_NOUN	moan_VERB
генотип_NOUN	genotype_NOUN
гален_NOUN	galen_NOUN
балкон_NOUN	balcony_NOUN
рис_NOUN	rhy_NOUN
раненый_NOUN	wound_VERB
эфиоп_NOUN	ethiopian_NOUN
килотонна_NOUN	kiloton_NOUN
ввести_VERB	impose_VERB
зонтик_NOUN	umbrella_NOUN
тропарь_NOUN	troparion_NOUN
щека_NOUN	cheek_NOUN
фрица_NOUN	fritz_PROPN
капрал_NOUN	corporal_ADJ
тюмень_NOUN	tyuman_ADV
методист_NOUN	methodist_NOUN
ага_NOUN	yup_VERB
оптимально_ADV	optimal_ADJ
ирод_NOUN	herod_ADV
хейвуд_NOUN	heywood_ADV
нация_NOUN	nation_NOUN
мошава_NOUN	moshafifth_ADJ
сельдь_NOUN	herr_VERB
альтенкирхен_NOUN	altenkirchen_ADV
космогония_NOUN	cosmogony_NOUN
тролли_NOUN	troll_NOUN
эверест_NOUN	everest_ADV
триасовый_ADJ	triassic_ADJ
ниязов_NOUN	niyazofifth_ADJ
шаман_NOUN	shaman_NOUN
плагиата_NOUN	plagiarism_NOUN
вторчься_VERB	invade_VERB
активизировать_VERB	activate_VERB
выпуклость_NOUN	bulge_NOUN
заголовок_NOUN	header_NOUN
суррь_NOUN	surrey_NOUN
обеспечивать_VERB	provide_VERB
нотариально_ADV	notarize_VERB
высоко_ADV	high_ADV
разрушить_VERB	wreck_VERB
умышленно_ADV	intentionally_ADV
неугодный_ADJ	undesirable_NOUN
остров_NOUN	island_NOUN
стабилизатор_NOUN	stabilizer_NOUN
бассейн_NOUN	basin_NOUN
ваальс_NOUN	waal_NOUN
радиально_ADV	radially_ADV
янсонс_NOUN	janson_NOUN
вода_NOUN	water_NOUN
просторечие_NOUN	colloquialism_NOUN
описательный_ADJ	descriptive_VERB
гидрант_NOUN	hydran_ADJ
кадастр_NOUN	inventory_ADV
вулканизм_NOUN	volcanism_NOUN
развиваться_VERB	evolve_VERB
файл_NOUN	file_NOUN
нижневартовск_NOUN	nizhnevartovsk_VERB
аллегория_NOUN	allegory_ADV
одинаковый_ADJ	identical_ADJ
аллель_NOUN	allele_ADV
вакцинация_NOUN	inoculation_NOUN
кларк_NOUN	clarke_VERB
ученик_NOUN	disciple_NOUN
хореография_NOUN	choreography_NOUN
оживление_NOUN	revitalization_NOUN
исследовать_VERB	explore_NOUN
принудить_VERB	coerce_VERB
эндрь_NOUN	andraw_ADV
вызвать_VERB	summon_VERB
джихад_NOUN	jihadi_NOUN
каллум_NOUN	callum_NOUN
преобладать_VERB	predominan_ADJ
занять_VERB	busy_NOUN
краткость_NOUN	brevity_NOUN
успешный_VERB	successful_ADJ
прь_NOUN	prue_ADV
столкнуться_VERB	collide_VERB
аргос_NOUN	argo_NOUN
адмирал_NOUN	admiral_ADJ
приход_NOUN	parish_NOUN
траектория_NOUN	trajectory_NOUN
эшенба_NOUN	eschenbach_VERB
трансплантация_NOUN	transplant_NOUN
дак_ADJ	dacorum_NOUN
гордый_ADJ	proud_ADV
фаббрь_NOUN	fabbri_NOUN
блокада_NOUN	embargo_NOUN
мика_NOUN	micke_VERB
закрылок_NOUN	flap_NOUN
эберло_NOUN	eberle_ADV
обвинять_VERB	accuse_VERB
сократиться_VERB	decrease_VERB
континент_NOUN	continent_NOUN
геворг_NOUN	kevork_VERB
джудь_NOUN	judi_NOUN
гей_NOUN	gay_NOUN
поставщик_NOUN	provider_NOUN
банально_ADV	cheesy_NOUN
монстр_NOUN	monster_NOUN
держать_VERB	detainee_NOUN
бенин_NOUN	beninis_VERB
фаланг_NOUN	phalanx_NOUN
ресифь_NOUN	recife_NOUN
кантакузин_NOUN	kantakouzeno_NOUN
габай_NOUN	gabay_NOUN
ускорение_NOUN	accelerat_VERB
зондирование_NOUN	sense_VERB
приличие_NOUN	propriety_NOUN
колючай_VERB	barb_VERB
макар_NOUN	makarofifth_ADJ
эстакада_NOUN	overpass_NOUN
произнести_VERB	pronounce_NOUN
чиангмай_NOUN	chiangmai_NOUN
сообщать_VERB	report_VERB
библия_NOUN	bible_ADJ
агиос_NOUN	agio_NOUN
спорадически_ADV	sporadically_ADV
коулман_NOUN	coleman_NOUN
конкурировать_VERB	compete_VERB
лекарство_NOUN	medication_NOUN
последовательно_ADV	consistent_ADJ
абсолютно_ADV	absolutely_ADV
ножка_NOUN	leg_NOUN
кунья_NOUN	mustelidae_ADV
колебаться_VERB	fluctuate_NOUN
парижанин_NOUN	parisian_NOUN
мерсь_NOUN	merci_NOUN
облучение_NOUN	irradiation_NOUN
предел_NOUN	limit_VERB
включение_NOUN	inclusion_NOUN
якоб_NOUN	jacob_NOUN
изолировать_ADJ	isolate_VERB
ногинск_NOUN	noginsk_VERB
перспективный_ADJ	promis_VERB
лох_NOUN	loch_VERB
зерновые_NOUN	cereal_NOUN
ккал_VERB	kcal_ADJ
небо_NOUN	heaven_ADV
баннер_NOUN	banner_NOUN
чоп_NOUN	chop_VERB
кндр_NOUN	dprk_VERB
целенаправленно_ADV	purposefully_ADV
покахонтас_VERB	pocahonta_NOUN
геофизический_ADJ	geophysical_ADJ
бегнуть_VERB	begley_ADV
контур_NOUN	contour_NOUN
тапочка_NOUN	slipper_NOUN
потреблять_VERB	consume_NOUN
спрашивать_VERB	ask_NOUN
лисовский_NOUN	lisowski_NOUN
черноевич_NOUN	crnojevi_NOUN
возраст_NOUN	age_NOUN
злой_NOUN	angry_ADV
гарда_NOUN	garde_NOUN
форест_NOUN	forrest_VERB
криспь_NOUN	krispy_ADV
гонка_NOUN	race_NOUN
зей_NOUN	zeefifth_ADJ
упрять_VERB	stubborn_VERB
шауль_NOUN	shaul_ADJ
окружность_NOUN	circumference_NOUN
распространяться_VERB	spread_NOUN
тасса_NOUN	tass_NOUN
инвестировать_VERB	invest_ADV
детка_NOUN	baby_NOUN
ухо_NOUN	ear_NOUN
борис_NOUN	borisofifth_ADJ
чж_NOUN	kyi_NOUN
багратион_NOUN	bagration_NOUN
ть_NOUN	tay_NOUN
объект_NOUN	object_VERB
обращение_NOUN	referral_NOUN
километр_NOUN	kilometre_NOUN
барнаул_NOUN	barnaul_ADJ
статистика_NOUN	statistic_NOUN
криптосистема_NOUN	cryptosystem_NOUN
прискорбно_ADV	deplorable_ADJ
уверенный_ADJ	sure_ADJ
разрешение_NOUN	permission_NOUN
визко_ADV	vige_NOUN
литовск_NOUN	litovsk_VERB
тактично_ADV	tactful_ADJ
графический_ADJ	graphical_ADJ
хранение_NOUN	storage_NOUN
благотворитель_NOUN	benefactor_NOUN
материал_NOUN	material_ADJ
корриентес_NOUN	corriente_NOUN
тим_ADJ	timmy_NOUN
сколарь_NOUN	scolari_NOUN
дель_NOUN	delhi_NOUN
нижний_ADJ	lower_NOUN
изгнание_NOUN	expulsion_NOUN
сатанист_NOUN	satanist_NOUN
преступник_NOUN	outlaw_NOUN
фурман_NOUN	furman_NOUN
славянский_ADJ	slavonic_ADJ
звук_NOUN	sound_ADJ
арматура_NOUN	fixture_NOUN
совет_NOUN	tip_NOUN
медитация_NOUN	meditation_NOUN
теймураз_NOUN	teimuraz_PROPN
слуцк_NOUN	slutsk_VERB
гасдрубал_VERB	hasdrubal_ADJ
мон_NOUN	mont_NOUN
теобальд_NOUN	theobald_NOUN
паутина_NOUN	web_NOUN
синхронизировать_VERB	sync_ADJ
наслаждаться_VERB	enjoy_VERB
бакалавр_NOUN	baccalaureate_VERB
заканчиваться_VERB	expir_VERB
шва_NOUN	stitch_NOUN
звездное_NOUN	starry_NOUN
евромайдан_VERB	euromaidan_NOUN
мясо_NOUN	meat_NOUN
скайлэб_NOUN	skylab_NOUN
неравномерный_ADJ	uneven_ADV
канал_NOUN	channel_NOUN
проконсуть_VERB	proconsul_ADJ
кукла_NOUN	puppet_VERB
вяйка_NOUN	vaike_VERB
задача_NOUN	objective_NOUN
манипулятор_NOUN	manipulative_ADJ
масарик_NOUN	masaryk_VERB
высший_ADJ	supreme_NOUN
неудача_NOUN	setback_NOUN
худо_NOUN	hud_ADV
незаконность_NOUN	illegitimacy_NOUN
ястржембский_ADJ	jastrzbski_NOUN
мисак_NOUN	misaki_NOUN
правдивый_ADJ	truthful_ADJ
захватывать_VERB	rivet_VERB
репликация_NOUN	replication_NOUN
жарр_NOUN	jarre_ADV
баллон_NOUN	cylinder_NOUN
камера_NOUN	cell_NOUN
забота_NOUN	care_NOUN
бутс_NOUN	cleat_NOUN
кодировка_NOUN	charset_VERB
неуклонно_ADV	steadily_ADV
поттс_NOUN	pott_NOUN
волосатый_ADJ	hairy_ADV
сфинкс_NOUN	sphinx_NOUN
прокоп_NOUN	prokop_VERB
бюст_NOUN	bust_VERB
консультант_NOUN	adviser_NOUN
брайан_NOUN	brian_ADJ
простыня_NOUN	sheet_NOUN
мск_NOUN	msk_VERB
сомневаться_VERB	doubter_NOUN
кесарево_NOUN	caesarean_NOUN
золота_NOUN	golden_ADJ
саид_NOUN	saeed_VERB
войнич_NOUN	voynich_VERB
сигнализация_NOUN	signall_VERB
репрессия_NOUN	reprisal_NOUN
риббентроп_NOUN	ribbentrop_VERB
сближение_NOUN	convergence_NOUN
тело_NOUN	tel_NOUN
патрулирование_NOUN	patrol_NOUN
жель_NOUN	jelly_ADV
будить_VERB	awake_ADV
уменьшить_VERB	reduce_VERB
везель_NOUN	wesel_ADV
гусар_NOUN	hussar_NOUN
запрещать_VERB	prohibit_NOUN
игнац_NOUN	ignatz_PROPN
перепроверить_VERB	recheck_VERB
пересадка_NOUN	transplant_NOUN
пила_NOUN	saw_NOUN
гирлянда_NOUN	garland_NOUN
половец_NOUN	cuman_NOUN
равнодушно_ADV	indifferently_ADV
реестр_NOUN	rost_NOUN
частично_ADV	part_ADV
поршень_NOUN	piston_NOUN
горячий_NOUN	hot_ADJ
калькулятор_NOUN	calculator_NOUN
вариант_NOUN	variant_NOUN
согласие_NOUN	consent_NOUN
баранович_NOUN	baranovichi_NOUN
пояснение_NOUN	clarification_NOUN
мик_NOUN	miki_NOUN
вирус_NOUN	virus_ADV
психологический_ADJ	psychological_ADJ
торт_NOUN	cake_NOUN
битть_NOUN	beatty_ADV
десятая_ADJ	tenth_NOUN
фифь_NOUN	fifi_NOUN
бароня_NOUN	baroni_NOUN
развод_NOUN	divorce_NOUN
первенец_NOUN	firstborn_VERB
гомосексуализм_NOUN	homosexuality_NOUN
учет_NOUN	account_VERB
седрик_NOUN	cedric_ADJ
лехтонен_ADJ	lehtonen_ADV
мех_NOUN	fur_NOUN
возражать_VERB	objection_NOUN
допрос_NOUN	interrogation_NOUN
дарвинизм_NOUN	darwinism_NOUN
линья_NOUN	linyi_NOUN
пайсанда_NOUN	paysand_NOUN
эпифит_NOUN	epiphyte_VERB
адвокат_NOUN	attorney_NOUN
камердинер_NOUN	valet_VERB
курорт_NOUN	resort_NOUN
компетентность_NOUN	competency_NOUN
повредить_VERB	damage_VERB
холодный_ADJ	cold_NOUN
рыбка_NOUN	fish_NOUN
хатчинс_NOUN	hutchin_NOUN
нажать_VERB	press_VERB
пуччиня_NOUN	puccini_NOUN
сетка_NOUN	nets_NOUN
изготовление_NOUN	manufacture_VERB
ль_NOUN	low_VERB
переработка_NOUN	process_VERB
воровать_VERB	steal_NOUN
даль_ADV	dahl_ADV
аркадий_NOUN	arkady_ADV
ход_NOUN	cleft_NOUN
бухгалтер_NOUN	accountant_NOUN
постмодернизм_NOUN	postmodernism_NOUN
неоспоримый_ADJ	undispute_VERB
проход_NOUN	gangway_NOUN
фаиз_NOUN	faiz_PROPN
диверсификация_NOUN	diversify_VERB
ностальгия_NOUN	nostalgic_ADJ
степень_NOUN	stepney_NOUN
покупать_VERB	buy_ADV
смягчение_NOUN	ease_VERB
санд_NOUN	sande_NOUN
смитерс_NOUN	smither_NOUN
извинить_VERB	apologize_VERB
тоомас_NOUN	toomas_NOUN
солсберь_NOUN	salisbury_NOUN
сая_NOUN	sai_NOUN
плюс_NOUN	pro_NOUN
русина_NOUN	rusyn_NOUN
заявитель_NOUN	claimant_NOUN
гермесяц_NOUN	herme_NOUN
перемить_NOUN	variable_ADJ
север_NOUN	north_ADV
банг_NOUN	bangui_NOUN
менструация_NOUN	mense_NOUN
море_NOUN	seaside_ADV
плач_NOUN	cry_NOUN
обзор_NOUN	overview_VERB
джидж_NOUN	gigi_NOUN
кастрация_NOUN	castration_NOUN
дневная_ADJ	daytime_NOUN
закат_NOUN	sunset_VERB
садоводство_NOUN	garden_VERB
горячий_NOUN	hott_VERB
цитоплазм_NOUN	cytoplasm_NOUN
чекка_NOUN	cecchi_NOUN
литургия_NOUN	liturgy_NOUN
маоизм_NOUN	maoism_NOUN
реформирование_NOUN	reform_NOUN
сочный_ADJ	succulent_ADJ
шпрь_NOUN	prem_NOUN
доэрть_NOUN	doherty_NOUN
гидротермальный_ADJ	hydrothermal_ADJ
вселенный_ADJ	universe_VERB
александрос_NOUN	alexandro_NOUN
государство_NOUN	state_NOUN
рыбник_NOUN	rybnik_VERB
инвестиция_NOUN	investment_NOUN
купюра_NOUN	banknote_NOUN
гири_NOUN	geary_ADJ
федот_NOUN	fedotofifth_ADJ
восхищаться_VERB	admire_VERB
бурунди_NOUN	burundi_NOUN
ранно_ADV	early_ADV
бодный_ADJ	boden_ADV
вчерашний_ADJ	yesterday_ADV
плавание_NOUN	sail_VERB
михайловский_ADJ	mikhailovsky_ADV
абдул_NOUN	abdul_ADV
спектакль_NOUN	spectacle_NOUN
брука_NOUN	broeak_VERB
рекламировать_VERB	advertize_NOUN
тигр_NOUN	tiger_NOUN
переработка_NOUN	reprocess_VERB
телеграфировать_VERB	telegraph_VERB
оживление_NOUN	reactivation_NOUN
последующий_ADJ	subsequent_ADJ
приступ_NOUN	bout_NOUN
хилла_NOUN	hill_ADV
чуи_NOUN	chuy_NOUN
новшество_NOUN	innovation_NOUN
внимательный_ADJ	attentive_ADJ
жаворонка_NOUN	lark_NOUN
инсульт_NOUN	streak_VERB
красота_NOUN	beauty_ADV
стивенс_NOUN	stephen_NOUN
икт_NOUN	ict_NOUN
пещера_NOUN	cavern_NOUN
митчелла_NOUN	mitchell_ADV
плотина_NOUN	dam_NOUN
дейд_NOUN	dake_NOUN
даниэль_NOUN	daniel_NOUN
центавр_NOUN	centauri_NOUN
семинар_NOUN	workshop_NOUN
самоубийца_NOUN	suicidal_ADJ
стволовый_ADJ	stem_NOUN
кинотеатр_NOUN	cinema_NOUN
ограничение_NOUN	constraint_NOUN
водоток_NOUN	watercourse_NOUN
гранди_NOUN	grandi_NOUN
застой_NOUN	stalemate_VERB
наставничество_NOUN	mentorship_NOUN
хакодата_NOUN	hakodate_VERB
туристический_ADJ	touristic_ADJ
ксир_NOUN	irgc_ADJ
фейсбук_NOUN	fb_NOUN
маргарит_NOUN	margarita_NOUN
кошелек_NOUN	wallet_VERB
фирдоусь_NOUN	ferdowsi_NOUN
арендатор_NOUN	tenant_NOUN
безошибочно_ADV	unmistakable_ADJ
жужуе_VERB	jujuy_ADV
планк_NOUN	plank_VERB
сайед_NOUN	sy_VERB
искусственный_ADJ	artificial_ADJ
убеждать_VERB	convince_NOUN
выезд_NOUN	departure_NOUN
останки_NOUN	remain_VERB
ганзейский_ADJ	hanseatic_ADJ
бриджать_VERB	brigitte_VERB
прочий_ADJ	miscellaneous_ADJ
утилизация_NOUN	reclamation_NOUN
евровидение_NOUN	eurovision_NOUN
питон_NOUN	python_NOUN
горация_NOUN	horace_NOUN
противник_NOUN	hostile_NOUN
партнерство_NOUN	partnership_NOUN
упрямо_ADV	stubbornly_ADV
грамотность_NOUN	literacy_NOUN
интернирование_NOUN	internment_NOUN
менахема_NOUN	menachem_NOUN
больн_ADJ	sick_VERB
