1.		aist_2012_c6bc0383ea448fcb7e5f45ac85a1afb2d12505ef	ru	Применение Онтологии при Синтезе Изображения по Тексту	http://legacy.aistconf.org/stuff/aist2012.pdf	TASK::Дистрибутивная_семантика(0.8309836983680725)|TASK::Морфологический_анализ(0.8243863582611084)|TASK::Построение_конкордансов(0.8214727640151978)|TASK::Автоматическое_реферирование(0.7756644487380981)|TASK::Синтаксический_анализ(0.7748113870620728)|TASK::Конечные_преобразователи(0.7497396469116211)|TASK::Языковые_модели(0.7393910884857178)|TASK::Тематическое_моделирование(0.738929271697998)|TASK::Извлечение_именованных_сущностей(0.7379180192947388)|TASK::Извлечение_ключевых_слов(0.7203729748725891)|TASK::Обработка_речи(0.7095963954925537)|TASK::Обнаружение_дубликатов(0.7025851011276245)
1	aist_2016_50e90213fe47c4527e82fbdb0849255f365bd7fb	en	0.9893273711204529	Morphological Analysis for Russian: Integration and Comparison of Taggers	https://link.springer.com/chapter/10.1007/978-3-319-52920-2_16	TASK::Морфологический_анализ(0.8414066433906555)|TASK::Построение_конкордансов(0.8124141693115234)|TASK::Автоматическое_реферирование(0.7864788770675659)|TASK::Дистрибутивная_семантика(0.772619903087616)|TASK::Проверка_правописания(0.7593587040901184)|TASK::Синтаксический_анализ(0.745368480682373)|TASK::Обработка_речи(0.7139753699302673)|TASK::Конечные_преобразователи(0.7082509994506836)|TASK::Обнаружение_дубликатов(0.7037173509597778)
2	dialogue_2011_64a6e5fca2c52210d927131af2cbf8962ce3d016	en	0.9874358177185059	The Proper Place of Men and Machines in Language Technology. Processing Russian Without any Linguistic Knowledge	http://www.dialog-21.ru/media/1459/58.pdf	TASK::Морфологический_анализ(0.8355162739753723)|TASK::Построение_конкордансов(0.8191561102867126)|TASK::Дистрибутивная_семантика(0.79068922996521)|TASK::Автоматическое_реферирование(0.7848527431488037)|TASK::Синтаксический_анализ(0.7611407041549683)|TASK::Проверка_правописания(0.7418279647827148)|TASK::Конечные_преобразователи(0.732154905796051)|TASK::Обработка_речи(0.7181606888771057)|TASK::Тематическое_моделирование(0.7153361439704895)|TASK::Языковые_модели(0.7144393920898438)|TASK::Извлечение_именованных_сущностей(0.7047392129898071)|TASK::Извлечение_ключевых_слов(0.7006511092185974)
3	dialogue_2013_6b5edb088d7188e47b2f957abb08fa2ece0e86c7	en	0.9862537980079651	Unsupervised learning of part-of-speech disambiguation rules	http://www.dialog-21.ru/media/1283/protopopovaev.pdf	TASK::Морфологический_анализ(0.8239049911499023)|TASK::Построение_конкордансов(0.8045862913131714)|TASK::Автоматическое_реферирование(0.7800440788269043)|TASK::Дистрибутивная_семантика(0.7711091637611389)|TASK::Проверка_правописания(0.7434369325637817)|TASK::Синтаксический_анализ(0.7298260927200317)|TASK::Конечные_преобразователи(0.7080625295639038)|TASK::Извлечение_именованных_сущностей(0.7008845806121826)|TASK::Тематическое_моделирование(0.7002519369125366)
4	dialogue_2016_9c03daad12b268dbbdd4c91fc827191efa016e0f	en	0.9852355122566223	Automatic Spelling Correction For Russian Social Media Texts	http://www.dialog-21.ru/media/3429/sorokinaashavrinato.pdf	TASK::Морфологический_анализ(0.822845458984375)|TASK::Построение_конкордансов(0.8115808963775635)|TASK::Автоматическое_реферирование(0.7784580588340759)|TASK::Дистрибутивная_семантика(0.7779741287231445)|TASK::Проверка_правописания(0.7530584931373596)|TASK::Синтаксический_анализ(0.7354986667633057)|TASK::Конечные_преобразователи(0.7167571783065796)|TASK::Обработка_речи(0.7066026329994202)|TASK::Языковые_модели(0.7051248550415039)|TASK::Тематическое_моделирование(0.7033085823059082)
5	ainl_2017_008141633713e94b23d4b59aae97a229364e6df7	en	0.9849988222122192	A Close Look at Russian Morphological Parsers: which One is the Best?	https://link.springer.com/chapter/10.1007/978-3-319-71746-3_12	TASK::Морфологический_анализ(0.8646053671836853)|TASK::Построение_конкордансов(0.8224620819091797)|TASK::Дистрибутивная_семантика(0.7848235368728638)|TASK::Автоматическое_реферирование(0.7780017256736755)|TASK::Синтаксический_анализ(0.7767248749732971)|TASK::Проверка_правописания(0.7617608904838562)|TASK::Обработка_речи(0.7432278394699097)|TASK::Конечные_преобразователи(0.7288085222244263)|TASK::Проверка_грамматики(0.706946849822998)|TASK::Языковые_модели(0.703931987285614)|TASK::Извлечение_ключевых_слов(0.7025504112243652)
6	dialogue_2017_5b4d5ac24c70c29003065b717451cfbc995d09c3	en	0.9848665595054626	Morphorueval-2017: an Evaluation Track for the Automatic Morphological Analysis Methods for Russian	http://www.dialog-21.ru/media/3951/sorokinaetal.pdf	TASK::Морфологический_анализ(0.8338289260864258)|TASK::Построение_конкордансов(0.8156459331512451)|TASK::Автоматическое_реферирование(0.7811439037322998)|TASK::Дистрибутивная_семантика(0.7802261114120483)|TASK::Синтаксический_анализ(0.7411456108093262)|TASK::Проверка_правописания(0.7346658706665039)|TASK::Конечные_преобразователи(0.7267668843269348)|TASK::Тематическое_моделирование(0.7188611030578613)|TASK::Обработка_речи(0.7113927602767944)|TASK::Извлечение_именованных_сущностей(0.7052419781684875)|TASK::Языковые_модели(0.7028198838233948)
7	aist_2015_3510e16a598e3df1f53950a7a95479454cfdc0f9	en	0.9847121238708496	Morphological Analyzer and Generator for Russian and Ukrainian Languages	https://link.springer.com/chapter/10.1007/978-3-319-26123-2_31	TASK::Морфологический_анализ(0.8495419025421143)|TASK::Построение_конкордансов(0.8106115460395813)|TASK::Дистрибутивная_семантика(0.7943404912948608)|TASK::Автоматическое_реферирование(0.7702844142913818)|TASK::Синтаксический_анализ(0.7695213556289673)|TASK::Проверка_правописания(0.7580698728561401)|TASK::Обработка_речи(0.7320470809936523)|TASK::Конечные_преобразователи(0.7194685935974121)|TASK::Извлечение_ключевых_слов(0.7141411304473877)|TASK::Извлечение_именованных_сущностей(0.7014930248260498)
8	dialogue_2012_83e3b55807a9116b93aac4883a2afafb4c66ea44	en	0.9836401343345642	ETAP Parser: state of the art	http://www.dialog-21.ru/media/1388/iomdin.pdf	TASK::Морфологический_анализ(0.8311811685562134)|TASK::Построение_конкордансов(0.8123171329498291)|TASK::Дистрибутивная_семантика(0.7992438673973083)|TASK::Синтаксический_анализ(0.7680779695510864)|TASK::Автоматическое_реферирование(0.7653024196624756)|TASK::Конечные_преобразователи(0.7392467856407166)|TASK::Проверка_правописания(0.7303391695022583)|TASK::Обработка_речи(0.7142806649208069)|TASK::Извлечение_именованных_сущностей(0.7109825611114502)
9	dialogue_2017_36e9e276a765e3e296bf08c248d517135d43b80b	en	0.9829056262969971	Part-of-speech Tagging: the Power of the Linear Svm-based Filtration Method for Russian Language	http://www.dialog-21.ru/media/3916/kazennikovao.pdf	TASK::Морфологический_анализ(0.8452084064483643)|TASK::Построение_конкордансов(0.8154536485671997)|TASK::Дистрибутивная_семантика(0.7989596128463745)|TASK::Автоматическое_реферирование(0.7843825817108154)|TASK::Синтаксический_анализ(0.7660650610923767)|TASK::Конечные_преобразователи(0.7349306344985962)|TASK::Проверка_правописания(0.7313169836997986)|TASK::Извлечение_ключевых_слов(0.7104882001876831)|TASK::Обработка_речи(0.7086155414581299)|TASK::Языковые_модели(0.7054373025894165)|TASK::Тематическое_моделирование(0.7043672800064087)|TASK::Извлечение_именованных_сущностей(0.7024021148681641)|TASK::Обнаружение_дубликатов(0.7001808881759644)
10	dialogue_2014_503a3ba48f9bceece6f25473b41fd3a3696bcd89	en	0.9826734066009521	A virtual Russian sense tagged corpus and catching errors in a Russian semantic pivot dictionary	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/DikonovVGPoritskiVV.pdf	TASK::Морфологический_анализ(0.8226780891418457)|TASK::Построение_конкордансов(0.8190978169441223)|TASK::Дистрибутивная_семантика(0.7967040538787842)|TASK::Автоматическое_реферирование(0.7701213955879211)|TASK::Синтаксический_анализ(0.7387548089027405)|TASK::Проверка_правописания(0.7352911233901978)|TASK::Конечные_преобразователи(0.718835711479187)|TASK::Извлечение_ключевых_слов(0.7012906074523926)

31.		dialogue_2017_6407e00d6077550a0b837e661734f0ad1adfd30a	en	Complex Approach Towards Algoritm Learning for Anaphora Resolution in Russian Language	http://www.dialog-21.ru/media/3913/gureenkovaoaetal.pdf	TASK::Морфологический_анализ(0.8404548168182373)|TASK::Дистрибутивная_семантика(0.8139480352401733)|TASK::Построение_конкордансов(0.8118946552276611)|TASK::Автоматическое_реферирование(0.7781399488449097)|TASK::Конечные_преобразователи(0.7472772598266602)|TASK::Синтаксический_анализ(0.7462947964668274)|TASK::Тематическое_моделирование(0.7242564558982849)|TASK::Языковые_модели(0.713839054107666)|TASK::Извлечение_именованных_сущностей(0.7111461758613586)|TASK::Обработка_речи(0.7018230557441711)|TASK::Извлечение_ключевых_слов(0.7006951570510864)
1	dialogue_2017_c3891ca5834982ee8e7fc5585002508bf40f0f52	en	0.9898583889007568	Coreference Resolution in Russian: State-of-the-art Approaches Application and Evolvement	http://www.dialog-21.ru/media/3954/sysoevaaetal.pdf	TASK::Морфологический_анализ(0.825812816619873)|TASK::Построение_конкордансов(0.8123012185096741)|TASK::Дистрибутивная_семантика(0.7894113659858704)|TASK::Автоматическое_реферирование(0.7835873961448669)|TASK::Извлечение_именованных_сущностей(0.7354211807250977)|TASK::Синтаксический_анализ(0.7286860942840576)|TASK::Конечные_преобразователи(0.7276829481124878)|TASK::Тематическое_моделирование(0.7244256734848022)|TASK::Языковые_модели(0.7052361965179443)
2	ainl_2017_39a1e4adaff81cebb72b512ef88716f5f6c817f8	en	0.9892715215682983	Knowledge-lean Paraphrase Identification Using Character-based Features	https://link.springer.com/chapter/10.1007/978-3-319-71746-3_21	TASK::Морфологический_анализ(0.8222919702529907)|TASK::Построение_конкордансов(0.8191534280776978)|TASK::Автоматическое_реферирование(0.7848068475723267)|TASK::Дистрибутивная_семантика(0.7811175584793091)|TASK::Синтаксический_анализ(0.7249006032943726)|TASK::Конечные_преобразователи(0.716618537902832)|TASK::Тематическое_моделирование(0.7105913758277893)|TASK::Проверка_правописания(0.7060891389846802)|TASK::Извлечение_именованных_сущностей(0.7004655003547668)
3	dialogue_2017_7be9a228ca855ad40a4435aba03d8f5c5c2ac392	en	0.9892481565475464	Exploiting Russian Word Embeddings for Automated Grammeme Prediction	http://www.dialog-21.ru/media/3943/romanovav.pdf	TASK::Морфологический_анализ(0.8432199954986572)|TASK::Дистрибутивная_семантика(0.8286677598953247)|TASK::Построение_конкордансов(0.8128724694252014)|TASK::Автоматическое_реферирование(0.7826632261276245)|TASK::Синтаксический_анализ(0.7606443762779236)|TASK::Конечные_преобразователи(0.7497725486755371)|TASK::Тематическое_моделирование(0.7322837114334106)|TASK::Языковые_модели(0.7306888103485107)|TASK::Обработка_речи(0.7117542028427124)|TASK::Извлечение_именованных_сущностей(0.7116080522537231)|TASK::Извлечение_ключевых_слов(0.702049970626831)|TASK::Проверка_правописания(0.7004901170730591)
4	dialogue_2014_12d2a2ff7e1674980388f9a86c74976e1bb828be	en	0.9885792136192322	Conditional random field for morphological disambiguation in Russian	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/MuzychkaSA.pdf	TASK::Морфологический_анализ(0.8454644083976746)|TASK::Дистрибутивная_семантика(0.8191981315612793)|TASK::Построение_конкордансов(0.8010991811752319)|TASK::Автоматическое_реферирование(0.7715077996253967)|TASK::Синтаксический_анализ(0.7626189589500427)|TASK::Конечные_преобразователи(0.7536106109619141)|TASK::Языковые_модели(0.7172936201095581)|TASK::Извлечение_именованных_сущностей(0.7129292488098145)|TASK::Проверка_правописания(0.7106513381004333)|TASK::Тематическое_моделирование(0.7056282162666321)|TASK::Извлечение_ключевых_слов(0.7017350792884827)
5	dialogue_2016_5c7560d2b8daf2ae1e06aa781d74bff0a131fbc9	en	0.9884557723999023	Improving Distributional Semantic Models Using Anaphora Resolution During Linguistic Preprocessing	http://www.dialog-21.ru/media/3401/koslowaokutuzova.pdf	TASK::Морфологический_анализ(0.8327594995498657)|TASK::Построение_конкордансов(0.8178070783615112)|TASK::Дистрибутивная_семантика(0.8005637526512146)|TASK::Автоматическое_реферирование(0.7779192924499512)|TASK::Синтаксический_анализ(0.7473621964454651)|TASK::Конечные_преобразователи(0.7370539307594299)|TASK::Языковые_модели(0.7254597544670105)|TASK::Тематическое_моделирование(0.7229951620101929)|TASK::Проверка_правописания(0.7116320729255676)|TASK::Обработка_речи(0.7105442881584167)|TASK::Извлечение_именованных_сущностей(0.7028222680091858)
6	ainl_2019_d75bbe7d46f6a8a183f5aa3997113881f3e361ba	en	0.9879670143127441	Prosodic Boundaries Prediction In Russian Using Morphological And Syntactic Features	https://link.springer.com/chapter/10.1007/978-3-030-34518-1_9	TASK::Морфологический_анализ(0.8352893590927124)|TASK::Построение_конкордансов(0.8025496006011963)|TASK::Дистрибутивная_семантика(0.801750898361206)|TASK::Автоматическое_реферирование(0.765576958656311)|TASK::Синтаксический_анализ(0.7551451921463013)|TASK::Конечные_преобразователи(0.7378835678100586)|TASK::Обработка_речи(0.73283851146698)|TASK::Языковые_модели(0.7220715284347534)|TASK::Тематическое_моделирование(0.713787317276001)|TASK::Извлечение_именованных_сущностей(0.7035993933677673)
7	dialogue_2019_b85523b62f37e902a7c897bf5a942bbc2df49ca8	en	0.9878896474838257	Morphological Parsing Of Low‑Resource Languages	http://www.dialog-21.ru/media/4628/sorokinаа-163.pdf	TASK::Морфологический_анализ(0.8540142178535461)|TASK::Дистрибутивная_семантика(0.8171272277832031)|TASK::Построение_конкордансов(0.8056848049163818)|TASK::Автоматическое_реферирование(0.7804841995239258)|TASK::Синтаксический_анализ(0.7573723793029785)|TASK::Конечные_преобразователи(0.7538861036300659)|TASK::Языковые_модели(0.7223601341247559)|TASK::Тематическое_моделирование(0.7143956422805786)|TASK::Обработка_речи(0.7112516164779663)|TASK::Проверка_правописания(0.7104765176773071)|TASK::Обнаружение_дубликатов(0.708698034286499)|TASK::Извлечение_ключевых_слов(0.7084078788757324)|TASK::Извлечение_именованных_сущностей(0.7020988464355469)
8	aist_2018_3b4a66d1e88d2674772efe01f34ba1b412b49756	en	0.9878295660018921	Russian Q&a Method Study: from Naive Bayes to Convolutional Neural Networks	https://link.springer.com/chapter/10.1007/978-3-030-11027-7_12	TASK::Морфологический_анализ(0.8155440092086792)|TASK::Построение_конкордансов(0.8016374707221985)|TASK::Дистрибутивная_семантика(0.7942076921463013)|TASK::Автоматическое_реферирование(0.7857661247253418)|TASK::Конечные_преобразователи(0.7376850843429565)|TASK::Тематическое_моделирование(0.7257111668586731)|TASK::Синтаксический_анализ(0.7221981287002563)|TASK::Языковые_модели(0.7123196125030518)
9	dialogue_2019_8cc8a65499e25b4d5ac355966d164f48794e5326	en	0.987829327583313	Classification Models For Rst Discourse Parsing Of Texts In Russian	http://www.dialog-21.ru/media/4595/chistovaevplusetal-076.pdf	TASK::Морфологический_анализ(0.8473777770996094)|TASK::Построение_конкордансов(0.8279500603675842)|TASK::Дистрибутивная_семантика(0.8213441371917725)|TASK::Автоматическое_реферирование(0.7930775880813599)|TASK::Синтаксический_анализ(0.7711332440376282)|TASK::Конечные_преобразователи(0.7446761131286621)|TASK::Языковые_модели(0.7436506748199463)|TASK::Тематическое_моделирование(0.739460289478302)|TASK::Обработка_речи(0.7285929918289185)|TASK::Извлечение_именованных_сущностей(0.7170698046684265)|TASK::Извлечение_ключевых_слов(0.7138614654541016)
10	dialogue_2015_6e1f13dd827d92f1a0900435f28e1829c76fcd01	en	0.9875838160514832	A high precision method for aspect extraction in Russian	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/MayorovVDetal.pdf	TASK::Морфологический_анализ(0.8081083297729492)|TASK::Построение_конкордансов(0.804780900478363)|TASK::Дистрибутивная_семантика(0.7906069755554199)|TASK::Автоматическое_реферирование(0.787449061870575)|TASK::Тематическое_моделирование(0.735764741897583)|TASK::Конечные_преобразователи(0.7291954755783081)|TASK::Синтаксический_анализ(0.7261626720428467)|TASK::Извлечение_ключевых_слов(0.7160592079162598)|TASK::Извлечение_именованных_сущностей(0.7148353457450867)|TASK::Языковые_модели(0.7000730633735657)

32.		dialogue_2017_4b9b6213a17d94ebadbbe7373a73430c1ba47282	en	Semantic Role Labeling with Neural Networks for Texts in Russian	http://www.dialog-21.ru/media/3945/shelmanovaodevyatkinda.pdf	TASK::Морфологический_анализ(0.8319656848907471)|TASK::Дистрибутивная_семантика(0.8267775177955627)|TASK::Построение_конкордансов(0.8168656229972839)|TASK::Автоматическое_реферирование(0.7848869562149048)|TASK::Синтаксический_анализ(0.7709954977035522)|TASK::Конечные_преобразователи(0.7556946277618408)|TASK::Языковые_модели(0.752730667591095)|TASK::Тематическое_моделирование(0.742462158203125)|TASK::Извлечение_именованных_сущностей(0.7172369360923767)|TASK::Извлечение_ключевых_слов(0.7060147523880005)|TASK::Обработка_речи(0.7039147615432739)
1	aist_2015_87dbe14d1930039d517d969e84a3504f8af4cc03	en	0.9908106327056885	Semantic Role Labeling for Russian Language Based on Russian Framebank	https://link.springer.com/chapter/10.1007/978-3-319-26123-2_32	TASK::Морфологический_анализ(0.8225677609443665)|TASK::Построение_конкордансов(0.8198719024658203)|TASK::Дистрибутивная_семантика(0.8032109141349792)|TASK::Автоматическое_реферирование(0.788338303565979)|TASK::Синтаксический_анализ(0.7659137845039368)|TASK::Конечные_преобразователи(0.743615984916687)|TASK::Тематическое_моделирование(0.7291437387466431)|TASK::Языковые_модели(0.7254469990730286)|TASK::Извлечение_ключевых_слов(0.7157153487205505)|TASK::Извлечение_именованных_сущностей(0.7155616283416748)|TASK::Проверка_правописания(0.7060683965682983)
2	dialogue_2019_8cc8a65499e25b4d5ac355966d164f48794e5326	en	0.9892559051513672	Classification Models For Rst Discourse Parsing Of Texts In Russian	http://www.dialog-21.ru/media/4595/chistovaevplusetal-076.pdf	TASK::Морфологический_анализ(0.8473777770996094)|TASK::Построение_конкордансов(0.8279500603675842)|TASK::Дистрибутивная_семантика(0.8213441371917725)|TASK::Автоматическое_реферирование(0.7930775880813599)|TASK::Синтаксический_анализ(0.7711332440376282)|TASK::Конечные_преобразователи(0.7446761131286621)|TASK::Языковые_модели(0.7436506748199463)|TASK::Тематическое_моделирование(0.739460289478302)|TASK::Обработка_речи(0.7285929918289185)|TASK::Извлечение_именованных_сущностей(0.7170698046684265)|TASK::Извлечение_ключевых_слов(0.7138614654541016)
3	dialogue_2014_b62168b517e302eb756c1faebcafc345748fcbf9	en	0.9882398247718811	Methods for semantic role labeling of Russian texts	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/ShelmanovAOSmirnovIV.pdf	TASK::Морфологический_анализ(0.843940258026123)|TASK::Дистрибутивная_семантика(0.8399974703788757)|TASK::Построение_конкордансов(0.8235653638839722)|TASK::Синтаксический_анализ(0.8157051801681519)|TASK::Автоматическое_реферирование(0.7948639392852783)|TASK::Конечные_преобразователи(0.7556214928627014)|TASK::Языковые_модели(0.7368447780609131)|TASK::Извлечение_ключевых_слов(0.7319462299346924)|TASK::Обработка_речи(0.7318334579467773)|TASK::Тематическое_моделирование(0.7245174646377563)|TASK::Извлечение_именованных_сущностей(0.7190074920654297)|TASK::Проверка_правописания(0.7167874574661255)
4	dialogue_2017_7be9a228ca855ad40a4435aba03d8f5c5c2ac392	en	0.9874587059020996	Exploiting Russian Word Embeddings for Automated Grammeme Prediction	http://www.dialog-21.ru/media/3943/romanovav.pdf	TASK::Морфологический_анализ(0.8432199954986572)|TASK::Дистрибутивная_семантика(0.8286677598953247)|TASK::Построение_конкордансов(0.8128724694252014)|TASK::Автоматическое_реферирование(0.7826632261276245)|TASK::Синтаксический_анализ(0.7606443762779236)|TASK::Конечные_преобразователи(0.7497725486755371)|TASK::Тематическое_моделирование(0.7322837114334106)|TASK::Языковые_модели(0.7306888103485107)|TASK::Обработка_речи(0.7117542028427124)|TASK::Извлечение_именованных_сущностей(0.7116080522537231)|TASK::Извлечение_ключевых_слов(0.702049970626831)|TASK::Проверка_правописания(0.7004901170730591)
5	aist_2019_efed15362c0565177ddf09bdd07301b016b657e4	en	0.9864803552627563	Wear The Right Head: Comparing Strategies For Encoding Sentences For Aspect Extraction	https://link.springer.com/chapter/10.1007/978-3-030-37334-4_15	TASK::Морфологический_анализ(0.8085583448410034)|TASK::Дистрибутивная_семантика(0.8056437969207764)|TASK::Построение_конкордансов(0.7986330986022949)|TASK::Автоматическое_реферирование(0.7855710387229919)|TASK::Тематическое_моделирование(0.7493507862091064)|TASK::Конечные_преобразователи(0.7443018555641174)|TASK::Синтаксический_анализ(0.7272822856903076)|TASK::Языковые_модели(0.7205461263656616)|TASK::Извлечение_именованных_сущностей(0.7017788887023926)
6	dialogue_2016_5c7560d2b8daf2ae1e06aa781d74bff0a131fbc9	en	0.98641437292099	Improving Distributional Semantic Models Using Anaphora Resolution During Linguistic Preprocessing	http://www.dialog-21.ru/media/3401/koslowaokutuzova.pdf	TASK::Морфологический_анализ(0.8327594995498657)|TASK::Построение_конкордансов(0.8178070783615112)|TASK::Дистрибутивная_семантика(0.8005637526512146)|TASK::Автоматическое_реферирование(0.7779192924499512)|TASK::Синтаксический_анализ(0.7473621964454651)|TASK::Конечные_преобразователи(0.7370539307594299)|TASK::Языковые_модели(0.7254597544670105)|TASK::Тематическое_моделирование(0.7229951620101929)|TASK::Проверка_правописания(0.7116320729255676)|TASK::Обработка_речи(0.7105442881584167)|TASK::Извлечение_именованных_сущностей(0.7028222680091858)
7	aist_2019_02b2c8d44ffdd2f7a4145621ee67f48fe46f0b9c	en	0.9860190153121948	Noun Compositionality Detection Using Distributional Semantics For The Russian Language	https://link.springer.com/chapter/10.1007/978-3-030-37334-4_20	TASK::Морфологический_анализ(0.8398034572601318)|TASK::Построение_конкордансов(0.8213629126548767)|TASK::Дистрибутивная_семантика(0.8148362636566162)|TASK::Автоматическое_реферирование(0.7781354188919067)|TASK::Синтаксический_анализ(0.7512186169624329)|TASK::Конечные_преобразователи(0.7464380860328674)|TASK::Тематическое_моделирование(0.7230358719825745)|TASK::Языковые_модели(0.7205572724342346)|TASK::Обработка_речи(0.7105989456176758)|TASK::Извлечение_ключевых_слов(0.709855318069458)|TASK::Извлечение_именованных_сущностей(0.70745849609375)
8	dialogue_2019_c6a69a34bc0cd49e878540281d36e5f79ac9f00b	en	0.985913872718811	An Approach To Customization Of Pre-Trained Neural Network Language Model To Specific Domain	http://www.dialog-21.ru/media/4597/dudarinpvplusetal-126.pdf	TASK::Морфологический_анализ(0.8135836720466614)|TASK::Построение_конкордансов(0.807494044303894)|TASK::Дистрибутивная_семантика(0.8054723739624023)|TASK::Автоматическое_реферирование(0.7777619957923889)|TASK::Конечные_преобразователи(0.7496969699859619)|TASK::Синтаксический_анализ(0.739811360836029)|TASK::Языковые_модели(0.7347369194030762)|TASK::Тематическое_моделирование(0.7317783832550049)|TASK::Извлечение_именованных_сущностей(0.7081695199012756)
9	aist_2016_c99d3dc8b81d33f758cf781d27409027ab9b509b	en	0.9855073094367981	Webvectors: a Toolkit for Building Web Interfaces for Vector Semantic Models	https://link.springer.com/chapter/10.1007/978-3-319-52920-2_15	TASK::Построение_конкордансов(0.8191549777984619)|TASK::Дистрибутивная_семантика(0.8131849765777588)|TASK::Морфологический_анализ(0.810437023639679)|TASK::Автоматическое_реферирование(0.7774027585983276)|TASK::Синтаксический_анализ(0.7555742263793945)|TASK::Языковые_модели(0.7511765360832214)|TASK::Тематическое_моделирование(0.7379826307296753)|TASK::Конечные_преобразователи(0.7358416318893433)|TASK::Извлечение_ключевых_слов(0.7144298553466797)|TASK::Извлечение_именованных_сущностей(0.7137078046798706)|TASK::Информационный_поиск(0.7078473567962646)|TASK::Проверка_правописания(0.7073347568511963)
10	ainl_2018_64e321e851bf553d0fe8bb7a50a1a108d34fcd5f	en	0.9853720664978027	Named Entity Recognition in Russian with Word Representation Learned by a Bidirectional Language Model	https://link.springer.com/chapter/10.1007/978-3-030-01204-5_5	TASK::Дистрибутивная_семантика(0.8192509412765503)|TASK::Морфологический_анализ(0.818191409111023)|TASK::Построение_конкордансов(0.7928831577301025)|TASK::Автоматическое_реферирование(0.7710433006286621)|TASK::Конечные_преобразователи(0.7645423412322998)|TASK::Синтаксический_анализ(0.7456551194190979)|TASK::Языковые_модели(0.7408191561698914)|TASK::Тематическое_моделирование(0.7253978252410889)|TASK::Извлечение_именованных_сущностей(0.705918550491333)|TASK::Извлечение_ключевых_слов(0.7017835974693298)

33.		dialogue_2017_d94d7e3801d8f21c3421ddc7b67f48f60ef7997d	en	Multi-level Student Essay Feedback in a Learner Corpus	http://www.dialog-21.ru/media/3961/vinogradovaoietal.pdf	TASK::Построение_конкордансов(0.8329063653945923)|TASK::Морфологический_анализ(0.8153480291366577)|TASK::Автоматическое_реферирование(0.7987619638442993)|TASK::Дистрибутивная_семантика(0.7627741098403931)|TASK::Проверка_правописания(0.7381894588470459)|TASK::Синтаксический_анализ(0.7357714772224426)|TASK::Тематическое_моделирование(0.7332249283790588)|TASK::Обработка_речи(0.716342031955719)|TASK::Проверка_грамматики(0.704196572303772)|TASK::Языковые_модели(0.7018187046051025)
1	dialogue_2016_994c6757f99e42a0aa7c6d5521437e930b035003	en	0.9874267578125	The Role and Applications of Expert Error Annotation in a Corpus of English Learner Texts	http://www.dialog-21.ru/media/3440/vinogradovaoi.pdf	TASK::Построение_конкордансов(0.8374761343002319)|TASK::Морфологический_анализ(0.8165159821510315)|TASK::Автоматическое_реферирование(0.791283369064331)|TASK::Дистрибутивная_семантика(0.7570288181304932)|TASK::Проверка_правописания(0.7521834373474121)|TASK::Синтаксический_анализ(0.7331805229187012)|TASK::Тематическое_моделирование(0.7194511890411377)|TASK::Обработка_речи(0.7084246873855591)|TASK::Проверка_грамматики(0.7058249115943909)|TASK::Языковые_модели(0.7002806663513184)
2	dialogue_2018_8199d54eb226a7a544ec156a32c9912cf53d1359	en	0.9871821403503418	Automated Text Readability Assessment for Russian Second Language Learners	http://www.dialog-21.ru/media/4312/laposhina%D0%B0n.pdf	TASK::Построение_конкордансов(0.8225071430206299)|TASK::Морфологический_анализ(0.8173950910568237)|TASK::Автоматическое_реферирование(0.7862073183059692)|TASK::Дистрибутивная_семантика(0.7648380994796753)|TASK::Синтаксический_анализ(0.7344711422920227)|TASK::Тематическое_моделирование(0.7339168787002563)|TASK::Проверка_правописания(0.7319939136505127)|TASK::Языковые_модели(0.7169135808944702)|TASK::Обработка_речи(0.7146427631378174)|TASK::Конечные_преобразователи(0.7077482342720032)
3	dialogue_2018_f49e5d3bee8499b46bf37c11ebeb1369d105bada	en	0.9856473207473755	Efficiency of Text Readability Features in Russian Academic Texts	http://www.dialog-21.ru/media/4302/ivanovvv.pdf	TASK::Морфологический_анализ(0.8265061378479004)|TASK::Построение_конкордансов(0.8209211826324463)|TASK::Автоматическое_реферирование(0.7844741940498352)|TASK::Дистрибутивная_семантика(0.7790149450302124)|TASK::Синтаксический_анализ(0.7326079607009888)|TASK::Тематическое_моделирование(0.7319293022155762)|TASK::Конечные_преобразователи(0.7161163687705994)|TASK::Проверка_правописания(0.7143042087554932)|TASK::Обработка_речи(0.7135109901428223)|TASK::Языковые_модели(0.7049924731254578)
4	dialogue_2015_3f2e67cc4bbbc560dcba69a5d5c1465353e2f309	en	0.9818609952926636	Exercise Maker: automatic language exercise generation	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/MalafeevAYu.pdf	TASK::Построение_конкордансов(0.819579005241394)|TASK::Морфологический_анализ(0.8003426790237427)|TASK::Автоматическое_реферирование(0.7776213884353638)|TASK::Дистрибутивная_семантика(0.7474384307861328)|TASK::Проверка_правописания(0.7361006736755371)|TASK::Тематическое_моделирование(0.7229792475700378)|TASK::Синтаксический_анализ(0.7166811227798462)|TASK::Конечные_преобразователи(0.7006287574768066)
