1.		aist_2012_c6bc0383ea448fcb7e5f45ac85a1afb2d12505ef	ru	Применение Онтологии при Синтезе Изображения по Тексту	http://legacy.aistconf.org/stuff/aist2012.pdf	TASK::Дистрибутивная_семантика(0.755886971950531)|TASK::Конечные_преобразователи(0.7476552724838257)|TASK::Языковые_модели(0.7371660470962524)|TASK::Тематическое_моделирование(0.7356764674186707)|TASK::Извлечение_именованных_сущностей(0.733953595161438)|TASK::Извлечение_ключевых_слов(0.7184091806411743)|TASK::Обработка_речи(0.7108583450317383)|TASK::Обнаружение_дубликатов(0.7020483016967773)
3	dialogue_2017_7be9a228ca855ad40a4435aba03d8f5c5c2ac392	en	0.9871774911880493	Exploiting Russian Word Embeddings for Automated Grammeme Prediction	http://www.dialog-21.ru/media/3943/romanovav.pdf	TASK::Дистрибутивная_семантика(0.7541128396987915)|TASK::Конечные_преобразователи(0.7455158829689026)|TASK::Тематическое_моделирование(0.7352087497711182)|TASK::Языковые_модели(0.7298706769943237)|TASK::Обработка_речи(0.7126086950302124)|TASK::Извлечение_именованных_сущностей(0.7124810218811035)|TASK::Извлечение_ключевых_слов(0.7006422281265259)
4	aist_2019_efed15362c0565177ddf09bdd07301b016b657e4	en	0.9869543313980103	Wear The Right Head: Comparing Strategies For Encoding Sentences For Aspect Extraction	https://link.springer.com/chapter/10.1007/978-3-030-37334-4_15	TASK::Тематическое_моделирование(0.7502958178520203)|TASK::Конечные_преобразователи(0.7424343824386597)|TASK::Дистрибутивная_семантика(0.7308166027069092)|TASK::Языковые_модели(0.7205110788345337)|TASK::Извлечение_именованных_сущностей(0.7020875811576843)
5	dialogue_2014_b62168b517e302eb756c1faebcafc345748fcbf9	en	0.9863908290863037	Methods for semantic role labeling of Russian texts	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/ShelmanovAOSmirnovIV.pdf	TASK::Дистрибутивная_семантика(0.7745897173881531)|TASK::Конечные_преобразователи(0.7501053214073181)|TASK::Языковые_модели(0.735007643699646)|TASK::Извлечение_ключевых_слов(0.7330919504165649)|TASK::Обработка_речи(0.7324564456939697)|TASK::Синтаксический_анализ(0.7317407131195068)|TASK::Тематическое_моделирование(0.7251259088516235)|TASK::Извлечение_именованных_сущностей(0.7202471494674683)
6	ainl_2018_64e321e851bf553d0fe8bb7a50a1a108d34fcd5f	en	0.9862651824951172	Named Entity Recognition in Russian with Word Representation Learned by a Bidirectional Language Model	https://link.springer.com/chapter/10.1007/978-3-030-01204-5_5	TASK::Конечные_преобразователи(0.760229229927063)|TASK::Дистрибутивная_семантика(0.7465051412582397)|TASK::Языковые_модели(0.7433271408081055)|TASK::Тематическое_моделирование(0.7295688986778259)|TASK::Извлечение_именованных_сущностей(0.7091658115386963)|TASK::Извлечение_ключевых_слов(0.7031703591346741)
7	dialogue_2016_5c7560d2b8daf2ae1e06aa781d74bff0a131fbc9	en	0.9859580397605896	Improving Distributional Semantic Models Using Anaphora Resolution During Linguistic Preprocessing	http://www.dialog-21.ru/media/3401/koslowaokutuzova.pdf	TASK::Конечные_преобразователи(0.7317914962768555)|TASK::Тематическое_моделирование(0.7282376885414124)|TASK::Языковые_модели(0.7260221242904663)|TASK::Дистрибутивная_семантика(0.7209899425506592)|TASK::Обработка_речи(0.7091134786605835)|TASK::Извлечение_именованных_сущностей(0.7010660171508789)
8	dialogue_2019_c6a69a34bc0cd49e878540281d36e5f79ac9f00b	en	0.9858769178390503	An Approach To Customization Of Pre-Trained Neural Network Language Model To Specific Domain	http://www.dialog-21.ru/media/4597/dudarinpvplusetal-126.pdf	TASK::Конечные_преобразователи(0.7496368885040283)|TASK::Языковые_модели(0.7344849705696106)|TASK::Дистрибутивная_семантика(0.73415207862854)|TASK::Тематическое_моделирование(0.7316590547561646)|TASK::Извлечение_именованных_сущностей(0.708126425743103)
9	aist_2019_02b2c8d44ffdd2f7a4145621ee67f48fe46f0b9c	en	0.9858388900756836	Noun Compositionality Detection Using Distributional Semantics For The Russian Language	https://link.springer.com/chapter/10.1007/978-3-030-37334-4_20	TASK::Конечные_преобразователи(0.7459694147109985)|TASK::Дистрибутивная_семантика(0.7399965524673462)|TASK::Тематическое_моделирование(0.7245925664901733)|TASK::Языковые_модели(0.7211582660675049)|TASK::Извлечение_ключевых_слов(0.7107480764389038)|TASK::Обработка_речи(0.7070872187614441)|TASK::Извлечение_именованных_сущностей(0.7053638696670532)
10	ainl_2017_8c133c4589f12a1ce238c159d844ad4e06d0767d	en	0.9856474995613098	Interpretable Probabilistic Embeddings: Bridging the Gap between Topic Models and Neural Networks	https://link.springer.com/chapter/10.1007/978-3-319-71746-3_15	TASK::Дистрибутивная_семантика(0.7665462493896484)|TASK::Тематическое_моделирование(0.7504374980926514)|TASK::Конечные_преобразователи(0.7475722432136536)|TASK::Языковые_модели(0.7316128611564636)|TASK::Извлечение_ключевых_слов(0.7090843319892883)|TASK::Извлечение_именованных_сущностей(0.702817440032959)

33.		dialogue_2017_d94d7e3801d8f21c3421ddc7b67f48f60ef7997d	en	Multi-level Student Essay Feedback in a Learner Corpus	http://www.dialog-21.ru/media/3961/vinogradovaoietal.pdf	TASK::Тематическое_моделирование(0.7336719036102295)|TASK::Обработка_речи(0.7157655954360962)|TASK::Проверка_грамматики(0.7042562961578369)|TASK::Языковые_модели(0.701461911201477)
1	dialogue_2018_8199d54eb226a7a544ec156a32c9912cf53d1359	en	0.9869052767753601	Automated Text Readability Assessment for Russian Second Language Learners	http://www.dialog-21.ru/media/4312/laposhina%D0%B0n.pdf	TASK::Тематическое_моделирование(0.7338967323303223)|TASK::Языковые_модели(0.7167804837226868)|TASK::Обработка_речи(0.7143996357917786)|TASK::Конечные_преобразователи(0.7072435021400452)
2	dialogue_2016_994c6757f99e42a0aa7c6d5521437e930b035003	en	0.9868407249450684	The Role and Applications of Expert Error Annotation in a Corpus of English Learner Texts	http://www.dialog-21.ru/media/3440/vinogradovaoi.pdf	TASK::Тематическое_моделирование(0.7202955484390259)|TASK::Обработка_речи(0.710970938205719)|TASK::Проверка_грамматики(0.707236647605896)|TASK::Языковые_модели(0.7034722566604614)
3	dialogue_2018_f49e5d3bee8499b46bf37c11ebeb1369d105bada	en	0.985322117805481	Efficiency of Text Readability Features in Russian Academic Texts	http://www.dialog-21.ru/media/4302/ivanovvv.pdf	TASK::Тематическое_моделирование(0.7322243452072144)|TASK::Конечные_преобразователи(0.7156258225440979)|TASK::Обработка_речи(0.7129909992218018)|TASK::Дистрибутивная_семантика(0.7061957120895386)|TASK::Языковые_модели(0.7047157287597656)
4	dialogue_2015_3f2e67cc4bbbc560dcba69a5d5c1465353e2f309	en	0.9814187288284302	Exercise Maker: automatic language exercise generation	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/MalafeevAYu.pdf	TASK::Тематическое_моделирование(0.7229796051979065)|TASK::Конечные_преобразователи(0.7001032829284668)
5	dialogue_2016_26cc181f8f467bde0690517f45d93ddafd8d9288	en	0.9802367687225342	An Opinion Word Lexicon and A Training Dataset for Russian Sentiment Analysis of Social Media	http://www.dialog-21.ru/media/3400/koltsovaoyuetal.pdf	TASK::Тематическое_моделирование(0.7396599054336548)
6	aist_2019_d6b02078db975995b1bd27b4d370c829357b9ed3	en	0.9797540903091431	Cross-Lingual Argumentation Mining For Russian Texts	https://link.springer.com/chapter/10.1007/978-3-030-37334-4_12	TASK::Языковые_модели(0.7242676019668579)|TASK::Тематическое_моделирование(0.7208645343780518)|TASK::Обработка_речи(0.7181274890899658)|TASK::Конечные_преобразователи(0.7173904180526733)|TASK::Дистрибутивная_семантика(0.7048294544219971)
7	dialogue_2019_fe9d842af150f4c9ba8eb8e30eb317066df2db02	en	0.9796489477157593	Assessing Theme Adherence In Student Thesis	http://www.dialog-21.ru/media/4633/tikhomirovmmplusetal-097.pdf	TASK::Тематическое_моделирование(0.7486647963523865)|TASK::Конечные_преобразователи(0.7135018110275269)|TASK::Дистрибутивная_семантика(0.7039644122123718)
8	aist_2014_b52e30d63f16b825c659b285e3410d02146ab8c5	en	0.9785126447677612	Single-sentence Readability Prediction in Russian	https://link.springer.com/chapter/10.1007/978-3-319-12580-0_9	TASK::Конечные_преобразователи(0.7283908128738403)|TASK::Обработка_речи(0.7267804145812988)|TASK::Дистрибутивная_семантика(0.7250982522964478)|TASK::Тематическое_моделирование(0.7189630270004272)|TASK::Языковые_модели(0.7149971723556519)|TASK::Извлечение_ключевых_слов(0.7061209082603455)
9	dialogue_2014_1efb721354d7a128a847c731577a3331b76569e5	en	0.9783603549003601	Associating Symptoms with Syndromes . Reliable Genre Annotation for a Large Russian Webcorpus	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/SitchinavaDVKachinskayaIB.pdf	TASK::Тематическое_моделирование(0.7327852249145508)|TASK::Извлечение_именованных_сущностей(0.7011033296585083)
10	dialogue_2017_c456f96d43886627d9c9c6d41d7558b9a48b903a	en	0.978132426738739	Linguistic Tendencies in English to Russian Translation: the Case of Connectives	http://www.dialog-21.ru/media/3920/kunilovskayama.pdf	TASK::Обработка_речи(0.7209404706954956)|TASK::Тематическое_моделирование(0.7041417360305786)|TASK::Языковые_модели(0.7035073041915894)|TASK::Дистрибутивная_семантика(0.7022956609725952)

34.		dialogue_2018_37e12e9856473293c99667fa95da1e72abb1aff6	en	Morphological Segmentation with Sequence to Sequence Neural Network	http://www.dialog-21.ru/media/4287/arefyevnv.pdf	TASK::Конечные_преобразователи(0.7411084175109863)|TASK::Дистрибутивная_семантика(0.7294980883598328)|TASK::Языковые_модели(0.7156406044960022)|TASK::Тематическое_моделирование(0.7114368677139282)|TASK::Обработка_речи(0.7087898850440979)|TASK::Извлечение_ключевых_слов(0.7082738876342773)|TASK::Обнаружение_дубликатов(0.7007942199707031)
1	ainl_2019_79e0519d19e9fb8fad9598c872ac50824e8d4270	en	0.991663932800293	Bi-Lstm Model For Morpheme Segmentation Of Russian Words	https://link.springer.com/chapter/10.1007/978-3-030-34518-1_11	TASK::Конечные_преобразователи(0.7428699731826782)|TASK::Дистрибутивная_семантика(0.7325912714004517)|TASK::Языковые_модели(0.7275395393371582)|TASK::Обработка_речи(0.7157579660415649)|TASK::Тематическое_моделирование(0.709220826625824)|TASK::Извлечение_именованных_сущностей(0.7085932493209839)|TASK::Извлечение_ключевых_слов(0.7027063369750977)
2	dialogue_2019_9e8586d83095fc0bb44577c37c4b8661dc21bfd8	en	0.9905294179916382	Comparing Models Of Morpheme Analysis For Russian Words Based On Machine Learning	http://www.dialog-21.ru/media/4590/bolshakovaeiplussapinas-036.pdf	TASK::Конечные_преобразователи(0.7382693290710449)|TASK::Дистрибутивная_семантика(0.7357288599014282)|TASK::Обработка_речи(0.730636715888977)|TASK::Языковые_модели(0.7250970602035522)|TASK::Извлечение_именованных_сущностей(0.7097675204277039)|TASK::Извлечение_ключевых_слов(0.7048741579055786)|TASK::Тематическое_моделирование(0.7006181478500366)
3	dialogue_2019_b85523b62f37e902a7c897bf5a942bbc2df49ca8	en	0.990198016166687	Morphological Parsing Of Low‑Resource Languages	http://www.dialog-21.ru/media/4628/sorokinаа-163.pdf	TASK::Конечные_преобразователи(0.7514366507530212)|TASK::Дистрибутивная_семантика(0.7446628212928772)|TASK::Языковые_модели(0.7224316596984863)|TASK::Тематическое_моделирование(0.7166808843612671)|TASK::Обработка_речи(0.7082449197769165)|TASK::Извлечение_ключевых_слов(0.7070643901824951)|TASK::Обнаружение_дубликатов(0.7059218883514404)|TASK::Извлечение_именованных_сущностей(0.702582836151123)
4	dialogue_2015_112a8b3e9753b3c36f6cadfba49d55a87a6e73aa	en	0.9900821447372437	Evaluating three corpus-based semantic similarity systems for Russian	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/ArefyevNVetal.pdf	TASK::Дистрибутивная_семантика(0.7281392812728882)|TASK::Конечные_преобразователи(0.7194684743881226)|TASK::Тематическое_моделирование(0.7164167165756226)|TASK::Языковые_модели(0.7053490877151489)|TASK::Извлечение_ключевых_слов(0.7012926340103149)
5	aist_2018_3b4a66d1e88d2674772efe01f34ba1b412b49756	en	0.9890401363372803	Russian Q&a Method Study: from Naive Bayes to Convolutional Neural Networks	https://link.springer.com/chapter/10.1007/978-3-030-11027-7_12	TASK::Конечные_преобразователи(0.7350067496299744)|TASK::Тематическое_моделирование(0.7267190217971802)|TASK::Дистрибутивная_семантика(0.7161276340484619)|TASK::Языковые_модели(0.7119691967964172)|TASK::Извлечение_именованных_сущностей(0.7005079984664917)
6	ainl_2018_5d6d09653a6c1adaa04ee45662008d0d4dc3d184	en	0.9886265993118286	Deep Convolutional Networks for Supervised Morpheme Segmentation of Russian Language	https://link.springer.com/chapter/10.1007/978-3-030-01204-5_1	TASK::Конечные_преобразователи(0.7589610815048218)|TASK::Дистрибутивная_семантика(0.7452865839004517)|TASK::Языковые_модели(0.719115674495697)|TASK::Обработка_речи(0.7133347988128662)|TASK::Обнаружение_дубликатов(0.7121224403381348)|TASK::Извлечение_ключевых_слов(0.7035232782363892)
7	dialogue_2018_592f80b29e1a2d959e92f2a5ca1601b45b2990aa	en	0.9883773922920227	Improving Part-of-speech Tagging Via Multi-task Learning and Character-level Word Representations	http://www.dialog-21.ru/media/4282/anastasyevdg.pdf	TASK::Конечные_преобразователи(0.7405123710632324)|TASK::Дистрибутивная_семантика(0.7283084392547607)|TASK::Языковые_модели(0.7197355031967163)|TASK::Тематическое_моделирование(0.7146145105361938)
8	dialogue_2018_95f62d40c614e814a5fc7514891a9505b3a0e261	en	0.9883373975753784	Improving Neural Morphological Tagging Using Language Models	http://www.dialog-21.ru/media/4530/sorokinaa.pdf	TASK::Конечные_преобразователи(0.753135085105896)|TASK::Дистрибутивная_семантика(0.738876223564148)|TASK::Тематическое_моделирование(0.717548668384552)|TASK::Языковые_модели(0.7165751457214355)|TASK::Обнаружение_дубликатов(0.7026218771934509)|TASK::Извлечение_именованных_сущностей(0.7003915309906006)
9	ainl_2016_e8872a55de95cee414e59666b22418080a09f173	en	0.9883235692977905	Improving Neural Network Models for Natural Language Processing in Russian with Synonyms	http://ieeexplore.ieee.org/document/7891856/	TASK::Языковые_модели(0.7233566641807556)|TASK::Конечные_преобразователи(0.7218453884124756)|TASK::Тематическое_моделирование(0.7197548151016235)|TASK::Дистрибутивная_семантика(0.7127206921577454)|TASK::Обработка_речи(0.7097083926200867)|TASK::Извлечение_именованных_сущностей(0.7001833915710449)
10	dialogue_2016_5c7560d2b8daf2ae1e06aa781d74bff0a131fbc9	en	0.9878891706466675	Improving Distributional Semantic Models Using Anaphora Resolution During Linguistic Preprocessing	http://www.dialog-21.ru/media/3401/koslowaokutuzova.pdf	TASK::Конечные_преобразователи(0.7317914962768555)|TASK::Тематическое_моделирование(0.7282376885414124)|TASK::Языковые_модели(0.7260221242904663)|TASK::Дистрибутивная_семантика(0.7209899425506592)|TASK::Обработка_речи(0.7091134786605835)|TASK::Извлечение_именованных_сущностей(0.7010660171508789)

35.		dialogue_2018_8199d54eb226a7a544ec156a32c9912cf53d1359	en	Automated Text Readability Assessment for Russian Second Language Learners	http://www.dialog-21.ru/media/4312/laposhina%D0%B0n.pdf	TASK::Тематическое_моделирование(0.7338967323303223)|TASK::Языковые_модели(0.7167804837226868)|TASK::Обработка_речи(0.7143996357917786)|TASK::Конечные_преобразователи(0.7072435021400452)
1	dialogue_2018_f49e5d3bee8499b46bf37c11ebeb1369d105bada	en	0.992150068283081	Efficiency of Text Readability Features in Russian Academic Texts	http://www.dialog-21.ru/media/4302/ivanovvv.pdf	TASK::Тематическое_моделирование(0.7322243452072144)|TASK::Конечные_преобразователи(0.7156258225440979)|TASK::Обработка_речи(0.7129909992218018)|TASK::Дистрибутивная_семантика(0.7061957120895386)|TASK::Языковые_модели(0.7047157287597656)
2	dialogue_2017_d94d7e3801d8f21c3421ddc7b67f48f60ef7997d	en	0.9869052767753601	Multi-level Student Essay Feedback in a Learner Corpus	http://www.dialog-21.ru/media/3961/vinogradovaoietal.pdf	TASK::Тематическое_моделирование(0.7336719036102295)|TASK::Обработка_речи(0.7157655954360962)|TASK::Проверка_грамматики(0.7042562961578369)|TASK::Языковые_модели(0.701461911201477)
3	aist_2014_b52e30d63f16b825c659b285e3410d02146ab8c5	en	0.9863872528076172	Single-sentence Readability Prediction in Russian	https://link.springer.com/chapter/10.1007/978-3-319-12580-0_9	TASK::Конечные_преобразователи(0.7283908128738403)|TASK::Обработка_речи(0.7267804145812988)|TASK::Дистрибутивная_семантика(0.7250982522964478)|TASK::Тематическое_моделирование(0.7189630270004272)|TASK::Языковые_модели(0.7149971723556519)|TASK::Извлечение_ключевых_слов(0.7061209082603455)
4	dialogue_2015_3f2e67cc4bbbc560dcba69a5d5c1465353e2f309	en	0.9855912923812866	Exercise Maker: automatic language exercise generation	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/MalafeevAYu.pdf	TASK::Тематическое_моделирование(0.7229796051979065)|TASK::Конечные_преобразователи(0.7001032829284668)
5	dialogue_2016_42b4099699ff462647b136d0406e71c5757a732d	en	0.9834835529327393	Machine-Translated Text detection in a collection of Russian scientific Papers	http://www.dialog-21.ru/media/3422/romanovavetal.pdf	TASK::Конечные_преобразователи(0.7266503572463989)|TASK::Тематическое_моделирование(0.7180137634277344)|TASK::Языковые_модели(0.7174370884895325)|TASK::Обработка_речи(0.7173135876655579)|TASK::Дистрибутивная_семантика(0.7160043120384216)|TASK::Извлечение_ключевых_слов(0.7073523998260498)
6	dialogue_2016_26cc181f8f467bde0690517f45d93ddafd8d9288	en	0.9825608730316162	An Opinion Word Lexicon and A Training Dataset for Russian Sentiment Analysis of Social Media	http://www.dialog-21.ru/media/3400/koltsovaoyuetal.pdf	TASK::Тематическое_моделирование(0.7396599054336548)
7	dialogue_2018_8ed94dcaeddfa8b303ec74c24c8eb48e0e484070	en	0.982215404510498	Using Machine Translation for Automatic Genre Classification in Arabic	http://www.dialog-21.ru/media/4292/bulyginmv_sharoffsa.pdf	TASK::Тематическое_моделирование(0.7286915183067322)|TASK::Языковые_модели(0.7216204404830933)|TASK::Конечные_преобразователи(0.7118374109268188)|TASK::Дистрибутивная_семантика(0.7009391784667969)
8	dialogue_2016_994c6757f99e42a0aa7c6d5521437e930b035003	en	0.9817712306976318	The Role and Applications of Expert Error Annotation in a Corpus of English Learner Texts	http://www.dialog-21.ru/media/3440/vinogradovaoi.pdf	TASK::Тематическое_моделирование(0.7202955484390259)|TASK::Обработка_речи(0.710970938205719)|TASK::Проверка_грамматики(0.707236647605896)|TASK::Языковые_модели(0.7034722566604614)
9	dialogue_2014_1efb721354d7a128a847c731577a3331b76569e5	en	0.9817501902580261	Associating Symptoms with Syndromes . Reliable Genre Annotation for a Large Russian Webcorpus	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/SitchinavaDVKachinskayaIB.pdf	TASK::Тематическое_моделирование(0.7327852249145508)|TASK::Извлечение_именованных_сущностей(0.7011033296585083)
10	dialogue_2017_c456f96d43886627d9c9c6d41d7558b9a48b903a	en	0.9817147254943848	Linguistic Tendencies in English to Russian Translation: the Case of Connectives	http://www.dialog-21.ru/media/3920/kunilovskayama.pdf	TASK::Обработка_речи(0.7209404706954956)|TASK::Тематическое_моделирование(0.7041417360305786)|TASK::Языковые_модели(0.7035073041915894)|TASK::Дистрибутивная_семантика(0.7022956609725952)

36.		dialogue_2018_6d5a00769f373ca7a31c81bb33d9944981d61f52	en	Analysis of Coreferential Expressions in Paws (English-czech-russian-polish Parallel Treebankwith Anaphoric Relations)	http://www.dialog-21.ru/media/4321/nedoluzhkoa.pdf	TASK::Обработка_речи(0.7203958034515381)|TASK::Языковые_модели(0.7085584402084351)
1	dialogue_2015_fbad5d6963674202385bc9062ba88ebf2baddcf6	en	0.9918218851089478	Coreference Chains in Czech, English and Russian: Preliminary Findings	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/NedoluzhkoAetal.pdf	TASK::Обработка_речи(0.7192507982254028)|TASK::Тематическое_моделирование(0.7117627263069153)|TASK::Языковые_модели(0.7102259993553162)|TASK::Дистрибутивная_семантика(0.7078109979629517)|TASK::Конечные_преобразователи(0.7019582986831665)
2	dialogue_2018_288cc208175b724bee284a6ede9ecdb24e31384e	en	0.9837344884872437	Pronominal Adverbs in German and their Equivalents in English, Czech and Russian: Evidence from the Parallel Corpus	http://www.dialog-21.ru/media/4322/nedoluzhkoa_lapshinova-koltunskie.pdf	TASK::Обработка_речи(0.739541232585907)|TASK::Дистрибутивная_семантика(0.7066877484321594)|TASK::Языковые_модели(0.7066668272018433)
3	dialogue_2012_8316b9ea0ead3358a61c81ef3ddf39722ef2a5bd	en	0.9822244644165039	Some differences between Czech and Russian: a parallel corpus study	http://www.dialog-21.ru/media/1335/124.pdf	
4	dialogue_2017_c456f96d43886627d9c9c6d41d7558b9a48b903a	en	0.9805556535720825	Linguistic Tendencies in English to Russian Translation: the Case of Connectives	http://www.dialog-21.ru/media/3920/kunilovskayama.pdf	TASK::Обработка_речи(0.7209404706954956)|TASK::Тематическое_моделирование(0.7041417360305786)|TASK::Языковые_модели(0.7035073041915894)|TASK::Дистрибутивная_семантика(0.7022956609725952)
5	dialogue_2019_647244be9125ffcfbb9b9add77ab97cb7621fc6b	en	0.9783918857574463	Referential Choice In Multimodal Communication	http://www.dialog-21.ru/media/4592/budennayaev-128.pdf	TASK::Обработка_речи(0.7390017509460449)|TASK::Тематическое_моделирование(0.7259782552719116)|TASK::Извлечение_именованных_сущностей(0.7140966653823853)|TASK::Языковые_модели(0.7116038203239441)|TASK::Дистрибутивная_семантика(0.7114290595054626)|TASK::Конечные_преобразователи(0.7090759873390198)
6	dialogue_2019_2f3181db09d822c57e9831c6fd189a254f598512	en	0.9783525466918945	The Corpus Of Contact-Influenced Russian Of Northern Siberia And The Russian Far East	http://www.dialog-21.ru/media/4602/khomchenkovaiaplusetal-089.pdf	TASK::Обработка_речи(0.750219464302063)|TASK::Языковые_модели(0.7142940163612366)
7	dialogue_2016_0a4d7eec55e8209f61fa204af775861a55902c14	en	0.9782615900039673	Word Sense Frequency Of Similar Polysemous Words In Different Languages	http://www.dialog-21.ru/media/3395/iomdinbletal.pdf	TASK::Обработка_речи(0.7307294607162476)
8	dialogue_2013_4f3750820181a203cb3d3330a4578811fac46fe2	en	0.9773721098899841	A Coreferentially Annotated Corpus and Anaphora Resolution for Czech	http://www.dialog-21.ru/media/1272/nedoluzhkoa.pdf	TASK::Тематическое_моделирование(0.7178619503974915)|TASK::Конечные_преобразователи(0.7035589814186096)
9	dialogue_2019_9863689ab595f4ddc79a1bbdaa0df2be9774dc16	en	0.9772849678993225	Multilingual Parallel Corpora As A Source For Quantitative Crosslinguistic Grammar Research (The Case Of Voice Constructions)	http://www.dialog-21.ru/media/4591/bonch-osmolovskayaaaplusnesterenkolv-088.pdf	TASK::Языковые_модели(0.7381759881973267)|TASK::Обработка_речи(0.7284733653068542)|TASK::Тематическое_моделирование(0.7240553498268127)|TASK::Дистрибутивная_семантика(0.7195963859558105)|TASK::Конечные_преобразователи(0.7182488441467285)|TASK::Извлечение_именованных_сущностей(0.7017203569412231)
10	dialogue_2015_069c945a59db52a1cfc547e2030991d9a35d856d	en	0.9770464301109314	Approaching V2: verb second and verb movement	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/ZimmerlingAVLyutikovaEA.pdf	TASK::Обработка_речи(0.7070972323417664)|TASK::Конечные_преобразователи(0.7040379643440247)

37.		dialogue_2018_288cc208175b724bee284a6ede9ecdb24e31384e	en	Pronominal Adverbs in German and their Equivalents in English, Czech and Russian: Evidence from the Parallel Corpus	http://www.dialog-21.ru/media/4322/nedoluzhkoa_lapshinova-koltunskie.pdf	TASK::Обработка_речи(0.739541232585907)|TASK::Дистрибутивная_семантика(0.7066877484321594)|TASK::Языковые_модели(0.7066668272018433)
1	dialogue_2015_fbad5d6963674202385bc9062ba88ebf2baddcf6	en	0.9862058162689209	Coreference Chains in Czech, English and Russian: Preliminary Findings	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/NedoluzhkoAetal.pdf	TASK::Обработка_речи(0.7192507982254028)|TASK::Тематическое_моделирование(0.7117627263069153)|TASK::Языковые_модели(0.7102259993553162)|TASK::Дистрибутивная_семантика(0.7078109979629517)|TASK::Конечные_преобразователи(0.7019582986831665)
2	dialogue_2018_6d5a00769f373ca7a31c81bb33d9944981d61f52	en	0.9837344884872437	Analysis of Coreferential Expressions in Paws (English-czech-russian-polish Parallel Treebankwith Anaphoric Relations)	http://www.dialog-21.ru/media/4321/nedoluzhkoa.pdf	TASK::Обработка_речи(0.7203958034515381)|TASK::Языковые_модели(0.7085584402084351)
3	dialogue_2013_2d81873bbb1e202be37d928701ed567ab53de182	en	0.9795481562614441	German-russian Idioms Online: on a New Corpus-based Dictionary	http://www.dialog-21.ru/media/1239/dobrovolskijdo.pdf	
4	dialogue_2014_d92e7c2c46cfd4c0cc971d8eacafa2d27559ba50	en	0.9784859418869019	Russian verbal aspect and machine translation	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/ZangenfeindRSonnenhauserB.pdf	TASK::Обработка_речи(0.7153587341308594)|TASK::Конечные_преобразователи(0.7103478908538818)|TASK::Тематическое_моделирование(0.7070497870445251)|TASK::Дистрибутивная_семантика(0.702486515045166)
5	dialogue_2014_549d30855d3302722626eea0f4f6fce692d455e3	en	0.9784624576568604	The description of locative dependencies in a naturaL language processing model	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/LeontievAPPetrovaMA.pdf	TASK::Дистрибутивная_семантика(0.7363084554672241)|TASK::Обработка_речи(0.7275383472442627)|TASK::Конечные_преобразователи(0.7264496088027954)|TASK::Языковые_модели(0.7235514521598816)|TASK::Тематическое_моделирование(0.7145746946334839)|TASK::Извлечение_именованных_сущностей(0.7132526636123657)
6	dialogue_2017_c456f96d43886627d9c9c6d41d7558b9a48b903a	en	0.9782779812812805	Linguistic Tendencies in English to Russian Translation: the Case of Connectives	http://www.dialog-21.ru/media/3920/kunilovskayama.pdf	TASK::Обработка_речи(0.7209404706954956)|TASK::Тематическое_моделирование(0.7041417360305786)|TASK::Языковые_модели(0.7035073041915894)|TASK::Дистрибутивная_семантика(0.7022956609725952)
7	dialogue_2016_0a4d7eec55e8209f61fa204af775861a55902c14	en	0.9780930876731873	Word Sense Frequency Of Similar Polysemous Words In Different Languages	http://www.dialog-21.ru/media/3395/iomdinbletal.pdf	TASK::Обработка_речи(0.7307294607162476)
8	dialogue_2019_647244be9125ffcfbb9b9add77ab97cb7621fc6b	en	0.9774762392044067	Referential Choice In Multimodal Communication	http://www.dialog-21.ru/media/4592/budennayaev-128.pdf	TASK::Обработка_речи(0.7390017509460449)|TASK::Тематическое_моделирование(0.7259782552719116)|TASK::Извлечение_именованных_сущностей(0.7140966653823853)|TASK::Языковые_модели(0.7116038203239441)|TASK::Дистрибутивная_семантика(0.7114290595054626)|TASK::Конечные_преобразователи(0.7090759873390198)
9	dialogue_2012_caba46a9d6f3fa600c3b211f81aa1f1457ff419e	en	0.9773337841033936	The General Corpus of the Modern Mongolian Language and its Structural-probabilistic Model	http://www.dialog-21.ru/media/1341/149.pdf	TASK::Обработка_речи(0.735793948173523)
10	dialogue_2011_28dad8a86d23abd6d9ae3a750af08ec11948bbaa	en	0.9770636558532715	Semi-tagged Corpora Method Exemplified With A Study Of Ossetic Nominalization	http://www.dialog-21.ru/media/1425/25.pdf	TASK::Обработка_речи(0.7277657985687256)|TASK::Дистрибутивная_семантика(0.7117769122123718)|TASK::Конечные_преобразователи(0.7087224125862122)|TASK::Тематическое_моделирование(0.7086566090583801)|TASK::Извлечение_именованных_сущностей(0.7028906345367432)

