1.		aist_2012_c6bc0383ea448fcb7e5f45ac85a1afb2d12505ef	ru	Применение Онтологии при Синтезе Изображения по Тексту	http://legacy.aistconf.org/stuff/aist2012.pdf	TASK::Дистрибутивная_семантика(0.7695256471633911)|TASK::Морфологический_анализ(0.7519286870956421)|TASK::Тематическое_моделирование(0.7376287579536438)|TASK::Синтаксический_анализ(0.7299620509147644)|TASK::Извлечение_именованных_сущностей(0.7231369614601135)|TASK::Cегментация_текста(0.7119397521018982)|TASK::Проверка_правописания(0.7049193978309631)

31.		dialogue_2017_6407e00d6077550a0b837e661734f0ad1adfd30a	en	Complex Approach Towards Algoritm Learning for Anaphora Resolution in Russian Language	http://www.dialog-21.ru/media/3913/gureenkovaoaetal.pdf	TASK::Морфологический_анализ(0.7817097902297974)|TASK::Дистрибутивная_семантика(0.768751859664917)|TASK::Проверка_правописания(0.7105609178543091)|TASK::Извлечение_именованных_сущностей(0.7098549008369446)|TASK::Тематическое_моделирование(0.7010058760643005)
1	dialogue_2017_c3891ca5834982ee8e7fc5585002508bf40f0f52	en	0.9902183413505554	Coreference Resolution in Russian: State-of-the-art Approaches Application and Evolvement	http://www.dialog-21.ru/media/3954/sysoevaaetal.pdf	TASK::Морфологический_анализ(0.7772594690322876)|TASK::Дистрибутивная_семантика(0.7544229030609131)|TASK::Извлечение_именованных_сущностей(0.7223491072654724)|TASK::Проверка_правописания(0.7147859334945679)|TASK::Тематическое_моделирование(0.7018197774887085)
2	ainl_2017_39a1e4adaff81cebb72b512ef88716f5f6c817f8	en	0.9886643886566162	Knowledge-lean Paraphrase Identification Using Character-based Features	https://link.springer.com/chapter/10.1007/978-3-319-71746-3_21	TASK::Морфологический_анализ(0.7701541781425476)|TASK::Дистрибутивная_семантика(0.7434150576591492)|TASK::Проверка_правописания(0.7231995463371277)|TASK::Извлечение_именованных_сущностей(0.7010880708694458)
3	dialogue_2017_7be9a228ca855ad40a4435aba03d8f5c5c2ac392	en	0.9884909391403198	Exploiting Russian Word Embeddings for Automated Grammeme Prediction	http://www.dialog-21.ru/media/3943/romanovav.pdf	TASK::Дистрибутивная_семантика(0.7880644798278809)|TASK::Морфологический_анализ(0.785132646560669)|TASK::Извлечение_именованных_сущностей(0.7207760810852051)|TASK::Проверка_правописания(0.719737708568573)|TASK::Тематическое_моделирование(0.7138772010803223)|TASK::Синтаксический_анализ(0.7028892040252686)
4	aist_2018_3b4a66d1e88d2674772efe01f34ba1b412b49756	en	0.987991988658905	Russian Q&a Method Study: from Naive Bayes to Convolutional Neural Networks	https://link.springer.com/chapter/10.1007/978-3-030-11027-7_12	TASK::Морфологический_анализ(0.7633932828903198)|TASK::Дистрибутивная_семантика(0.7451791763305664)|TASK::Проверка_правописания(0.7144389748573303)|TASK::Извлечение_именованных_сущностей(0.7034754157066345)|TASK::Cегментация_текста(0.7026394605636597)|TASK::Тематическое_моделирование(0.7020876407623291)
5	dialogue_2019_b85523b62f37e902a7c897bf5a942bbc2df49ca8	en	0.9877742528915405	Morphological Parsing Of Low‑Resource Languages	http://www.dialog-21.ru/media/4628/sorokinаа-163.pdf	TASK::Морфологический_анализ(0.794456958770752)|TASK::Дистрибутивная_семантика(0.764712929725647)|TASK::Проверка_правописания(0.7231261730194092)|TASK::Cегментация_текста(0.7128262519836426)
6	dialogue_2014_12d2a2ff7e1674980388f9a86c74976e1bb828be	en	0.9877111911773682	Conditional random field for morphological disambiguation in Russian	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/MuzychkaSA.pdf	TASK::Морфологический_анализ(0.7817596197128296)|TASK::Дистрибутивная_семантика(0.7667249441146851)|TASK::Проверка_правописания(0.726591169834137)|TASK::Извлечение_именованных_сущностей(0.7090977430343628)
7	dialogue_2017_32ef8ddceca283cb33d46edff37cb8e16331d434	en	0.9875702857971191	Coreference Resolution for Russian: the Impact of Semantic Features	http://www.dialog-21.ru/media/3956/toldovasionovm.pdf	TASK::Морфологический_анализ(0.7722820043563843)|TASK::Дистрибутивная_семантика(0.755956768989563)|TASK::Проверка_правописания(0.724830687046051)|TASK::Извлечение_именованных_сущностей(0.7103698253631592)|TASK::Тематическое_моделирование(0.7061711549758911)
8	dialogue_2015_6e1f13dd827d92f1a0900435f28e1829c76fcd01	en	0.9873610734939575	A high precision method for aspect extraction in Russian	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/MayorovVDetal.pdf	TASK::Морфологический_анализ(0.7556600570678711)|TASK::Дистрибутивная_семантика(0.7438149452209473)|TASK::Извлечение_именованных_сущностей(0.7235002517700195)|TASK::Тематическое_моделирование(0.7099003195762634)|TASK::Проверка_правописания(0.7095911502838135)
9	dialogue_2014_13546e52cdad32ee2464e5efb9db62a297e57f1e	en	0.9872931838035583	The Impact Of Morphology Processing Quality On Automated Anaphora Resolution For Russian	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/IonovMKutuzovA.pdf	TASK::Морфологический_анализ(0.7626069784164429)|TASK::Дистрибутивная_семантика(0.7385780811309814)|TASK::Проверка_правописания(0.7328060865402222)|TASK::Извлечение_именованных_сущностей(0.7068841457366943)
10	ainl_2019_d75bbe7d46f6a8a183f5aa3997113881f3e361ba	en	0.9872928261756897	Prosodic Boundaries Prediction In Russian Using Morphological And Syntactic Features	https://link.springer.com/chapter/10.1007/978-3-030-34518-1_9	TASK::Морфологический_анализ(0.7778033018112183)|TASK::Дистрибутивная_семантика(0.7661011815071106)|TASK::Проверка_правописания(0.7195836305618286)|TASK::Извлечение_именованных_сущностей(0.7101415991783142)

32.		dialogue_2017_4b9b6213a17d94ebadbbe7373a73430c1ba47282	en	Semantic Role Labeling with Neural Networks for Texts in Russian	http://www.dialog-21.ru/media/3945/shelmanovaodevyatkinda.pdf	TASK::Дистрибутивная_семантика(0.7918573617935181)|TASK::Морфологический_анализ(0.7781645059585571)|TASK::Тематическое_моделирование(0.7292947769165039)|TASK::Извлечение_именованных_сущностей(0.7177929878234863)|TASK::Синтаксический_анализ(0.7135498523712158)|TASK::Проверка_правописания(0.7025586366653442)
1	aist_2015_87dbe14d1930039d517d969e84a3504f8af4cc03	en	0.9912805557250977	Semantic Role Labeling for Russian Language Based on Russian Framebank	https://link.springer.com/chapter/10.1007/978-3-319-26123-2_32	TASK::Дистрибутивная_семантика(0.7720474004745483)|TASK::Морфологический_анализ(0.7688332796096802)|TASK::Проверка_правописания(0.7253286838531494)|TASK::Синтаксический_анализ(0.7140054702758789)|TASK::Извлечение_именованных_сущностей(0.709272027015686)|TASK::Тематическое_моделирование(0.707547664642334)
2	dialogue_2019_8cc8a65499e25b4d5ac355966d164f48794e5326	en	0.988436758518219	Classification Models For Rst Discourse Parsing Of Texts In Russian	http://www.dialog-21.ru/media/4595/chistovaevplusetal-076.pdf	TASK::Морфологический_анализ(0.7959074974060059)|TASK::Дистрибутивная_семантика(0.7867974042892456)|TASK::Тематическое_моделирование(0.7229970097541809)|TASK::Извлечение_именованных_сущностей(0.7226065397262573)|TASK::Cегментация_текста(0.7180312871932983)|TASK::Синтаксический_анализ(0.7169149518013)|TASK::Проверка_правописания(0.7066248655319214)
3	dialogue_2014_b62168b517e302eb756c1faebcafc345748fcbf9	en	0.987571120262146	Methods for semantic role labeling of Russian texts	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/ShelmanovAOSmirnovIV.pdf	TASK::Дистрибутивная_семантика(0.8104267120361328)|TASK::Морфологический_анализ(0.7830264568328857)|TASK::Синтаксический_анализ(0.7592095136642456)|TASK::Проверка_правописания(0.7342650890350342)|TASK::Извлечение_именованных_сущностей(0.7205703854560852)|TASK::Тематическое_моделирование(0.7102200984954834)|TASK::Cегментация_текста(0.7077981233596802)|TASK::Извлечение_ключевых_слов(0.7058535814285278)
4	dialogue_2017_7be9a228ca855ad40a4435aba03d8f5c5c2ac392	en	0.9873043894767761	Exploiting Russian Word Embeddings for Automated Grammeme Prediction	http://www.dialog-21.ru/media/3943/romanovav.pdf	TASK::Дистрибутивная_семантика(0.7880644798278809)|TASK::Морфологический_анализ(0.785132646560669)|TASK::Извлечение_именованных_сущностей(0.7207760810852051)|TASK::Проверка_правописания(0.719737708568573)|TASK::Тематическое_моделирование(0.7138772010803223)|TASK::Синтаксический_анализ(0.7028892040252686)
5	ainl_2017_956c07fe7862125a1fc1fde6e17081cdb9e9b565	en	0.9867122173309326	Character-level Convolutional Neural Network for Paraphrase Detection and other Experiments	http://www.di.fc.ul.pt/~ahb/pubs/2017MaraevSaediRodriguesEtAl_provisorio.pdf	TASK::Морфологический_анализ(0.7764284610748291)|TASK::Дистрибутивная_семантика(0.7706838250160217)|TASK::Cегментация_текста(0.7166218161582947)|TASK::Проверка_правописания(0.7086905837059021)|TASK::Тематическое_моделирование(0.7085888385772705)|TASK::Обнаружение_дубликатов(0.7042670845985413)
6	dialogue_2016_5c7560d2b8daf2ae1e06aa781d74bff0a131fbc9	en	0.9864697456359863	Improving Distributional Semantic Models Using Anaphora Resolution During Linguistic Preprocessing	http://www.dialog-21.ru/media/3401/koslowaokutuzova.pdf	TASK::Морфологический_анализ(0.7764167785644531)|TASK::Дистрибутивная_семантика(0.7716900706291199)|TASK::Проверка_правописания(0.7242891788482666)|TASK::Извлечение_именованных_сущностей(0.7076623439788818)|TASK::Тематическое_моделирование(0.7045278549194336)
7	ainl_2018_64e321e851bf553d0fe8bb7a50a1a108d34fcd5f	en	0.9863224625587463	Named Entity Recognition in Russian with Word Representation Learned by a Bidirectional Language Model	https://link.springer.com/chapter/10.1007/978-3-030-01204-5_5	TASK::Морфологический_анализ(0.7660419344902039)|TASK::Дистрибутивная_семантика(0.7658839225769043)|TASK::Тематическое_моделирование(0.7206799983978271)|TASK::Извлечение_именованных_сущностей(0.7169420123100281)|TASK::Cегментация_текста(0.707953155040741)|TASK::Конечные_преобразователи(0.7037386894226074)|TASK::Проверка_правописания(0.7000337839126587)
8	dialogue_2018_95f62d40c614e814a5fc7514891a9505b3a0e261	en	0.9862959384918213	Improving Neural Morphological Tagging Using Language Models	http://www.dialog-21.ru/media/4530/sorokinaa.pdf	TASK::Морфологический_анализ(0.7824465036392212)|TASK::Дистрибутивная_семантика(0.762203574180603)|TASK::Проверка_правописания(0.7187765836715698)|TASK::Тематическое_моделирование(0.7029581069946289)|TASK::Cегментация_текста(0.7014602422714233)|TASK::Извлечение_именованных_сущностей(0.7002526521682739)
9	aist_2019_efed15362c0565177ddf09bdd07301b016b657e4	en	0.9860244393348694	Wear The Right Head: Comparing Strategies For Encoding Sentences For Aspect Extraction	https://link.springer.com/chapter/10.1007/978-3-030-37334-4_15	TASK::Морфологический_анализ(0.7646121978759766)|TASK::Дистрибутивная_семантика(0.7584910988807678)|TASK::Тематическое_моделирование(0.7285223007202148)|TASK::Извлечение_именованных_сущностей(0.7112724184989929)
10	dialogue_2015_f21107a73a8e86ca21b69d5343bc501119f0e4f9	en	0.9860237836837769	Texts in, Meaning out: neural language models in semantic similarity tasks for Russian	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/KutuzovAAndreevI.pdf	TASK::Морфологический_анализ(0.7715021371841431)|TASK::Дистрибутивная_семантика(0.7609115839004517)|TASK::Проверка_правописания(0.7193426489830017)|TASK::Тематическое_моделирование(0.7066731452941895)|TASK::Извлечение_именованных_сущностей(0.7026113271713257)

33.		dialogue_2017_d94d7e3801d8f21c3421ddc7b67f48f60ef7997d	en	Multi-level Student Essay Feedback in a Learner Corpus	http://www.dialog-21.ru/media/3961/vinogradovaoietal.pdf	TASK::Морфологический_анализ(0.7780463695526123)|TASK::Дистрибутивная_семантика(0.7458206415176392)|TASK::Проверка_правописания(0.7435516119003296)|TASK::Тематическое_моделирование(0.7061219811439514)|TASK::Синтаксический_анализ(0.7049227356910706)
1	dialogue_2018_8199d54eb226a7a544ec156a32c9912cf53d1359	en	0.9865442514419556	Automated Text Readability Assessment for Russian Second Language Learners	http://www.dialog-21.ru/media/4312/laposhina%D0%B0n.pdf	TASK::Морфологический_анализ(0.7751472592353821)|TASK::Проверка_правописания(0.7429754137992859)|TASK::Дистрибутивная_семантика(0.7410681247711182)|TASK::Cегментация_текста(0.7127838134765625)|TASK::Тематическое_моделирование(0.7039737701416016)
2	dialogue_2016_994c6757f99e42a0aa7c6d5521437e930b035003	en	0.985276460647583	The Role and Applications of Expert Error Annotation in a Corpus of English Learner Texts	http://www.dialog-21.ru/media/3440/vinogradovaoi.pdf	TASK::Морфологический_анализ(0.7726606130599976)|TASK::Проверка_правописания(0.7531846165657043)|TASK::Дистрибутивная_семантика(0.7345792651176453)|TASK::Синтаксический_анализ(0.7043898105621338)
3	dialogue_2018_f49e5d3bee8499b46bf37c11ebeb1369d105bada	en	0.9844249486923218	Efficiency of Text Readability Features in Russian Academic Texts	http://www.dialog-21.ru/media/4302/ivanovvv.pdf	TASK::Морфологический_анализ(0.785723090171814)|TASK::Дистрибутивная_семантика(0.7512580156326294)|TASK::Проверка_правописания(0.7227336168289185)|TASK::Cегментация_текста(0.711597204208374)|TASK::Тематическое_моделирование(0.7021788358688354)
4	dialogue_2015_3f2e67cc4bbbc560dcba69a5d5c1465353e2f309	en	0.9816430807113647	Exercise Maker: automatic language exercise generation	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/MalafeevAYu.pdf	TASK::Морфологический_анализ(0.7468774914741516)|TASK::Проверка_правописания(0.7433241605758667)|TASK::Дистрибутивная_семантика(0.717780590057373)|TASK::Извлечение_именованных_сущностей(0.7042739391326904)
5	aist_2019_d6b02078db975995b1bd27b4d370c829357b9ed3	en	0.9811740517616272	Cross-Lingual Argumentation Mining For Russian Texts	https://link.springer.com/chapter/10.1007/978-3-030-37334-4_12	TASK::Морфологический_анализ(0.7808479070663452)|TASK::Дистрибутивная_семантика(0.7564413547515869)|TASK::Проверка_правописания(0.7224292755126953)|TASK::Синтаксический_анализ(0.707207202911377)|TASK::Тематическое_моделирование(0.704261302947998)
6	dialogue_2019_fe9d842af150f4c9ba8eb8e30eb317066df2db02	en	0.9797165393829346	Assessing Theme Adherence In Student Thesis	http://www.dialog-21.ru/media/4633/tikhomirovmmplusetal-097.pdf	TASK::Морфологический_анализ(0.7639728784561157)|TASK::Дистрибутивная_семантика(0.7437151670455933)|TASK::Проверка_правописания(0.7059891819953918)|TASK::Извлечение_именованных_сущностей(0.7051810026168823)|TASK::Тематическое_моделирование(0.7045801877975464)|TASK::Cегментация_текста(0.700107216835022)
7	dialogue_2016_26cc181f8f467bde0690517f45d93ddafd8d9288	en	0.9796721935272217	An Opinion Word Lexicon and A Training Dataset for Russian Sentiment Analysis of Social Media	http://www.dialog-21.ru/media/3400/koltsovaoyuetal.pdf	TASK::Морфологический_анализ(0.7611722946166992)|TASK::Дистрибутивная_семантика(0.7386966943740845)|TASK::Проверка_правописания(0.71803879737854)|TASK::Анализ_тональности(0.7100765705108643)|TASK::Тематическое_моделирование(0.7092766761779785)|TASK::Извлечение_именованных_сущностей(0.7011526823043823)
8	ainl_2017_a5dd4611b1c5e0cc225aa1b9dca77c8b3c95a196	en	0.9780228137969971	Paraphraser: Russian Paraphrase Corpus and Shared Task	https://link.springer.com/chapter/10.1007/978-3-319-71746-3_18	TASK::Морфологический_анализ(0.7776051759719849)|TASK::Дистрибутивная_семантика(0.7540204524993896)|TASK::Проверка_правописания(0.7320472002029419)|TASK::Cегментация_текста(0.7061161994934082)|TASK::Тематическое_моделирование(0.7020846009254456)|TASK::Синтаксический_анализ(0.700148344039917)
9	dialogue_2017_c456f96d43886627d9c9c6d41d7558b9a48b903a	en	0.977607250213623	Linguistic Tendencies in English to Russian Translation: the Case of Connectives	http://www.dialog-21.ru/media/3920/kunilovskayama.pdf	TASK::Морфологический_анализ(0.7854272723197937)|TASK::Дистрибутивная_семантика(0.7524683475494385)|TASK::Проверка_правописания(0.7195202112197876)|TASK::Cегментация_текста(0.7029229998588562)
10	ainl_2019_899eb2289af7a98c714adf18b599091b09e7e578	en	0.9772694110870361	Sentiruscoll: Russian Collocation Lexicon For Sentiment Analysis	https://link.springer.com/chapter/10.1007/978-3-030-34518-1_2	TASK::Морфологический_анализ(0.7475425004959106)|TASK::Дистрибутивная_семантика(0.7341388463973999)|TASK::Проверка_правописания(0.7258672714233398)|TASK::Анализ_тональности(0.7068614959716797)

34.		dialogue_2018_37e12e9856473293c99667fa95da1e72abb1aff6	en	Morphological Segmentation with Sequence to Sequence Neural Network	http://www.dialog-21.ru/media/4287/arefyevnv.pdf	TASK::Морфологический_анализ(0.7761615514755249)|TASK::Дистрибутивная_семантика(0.7585524320602417)|TASK::Проверка_правописания(0.7316927909851074)|TASK::Cегментация_текста(0.7102625370025635)|TASK::Извлечение_именованных_сущностей(0.7066967487335205)
1	ainl_2019_79e0519d19e9fb8fad9598c872ac50824e8d4270	en	0.9915028214454651	Bi-Lstm Model For Morpheme Segmentation Of Russian Words	https://link.springer.com/chapter/10.1007/978-3-030-34518-1_11	TASK::Морфологический_анализ(0.7782096862792969)|TASK::Дистрибутивная_семантика(0.7593802809715271)|TASK::Проверка_правописания(0.7246743440628052)|TASK::Извлечение_именованных_сущностей(0.710548996925354)|TASK::Cегментация_текста(0.7023247480392456)
2	dialogue_2019_9e8586d83095fc0bb44577c37c4b8661dc21bfd8	en	0.991041898727417	Comparing Models Of Morpheme Analysis For Russian Words Based On Machine Learning	http://www.dialog-21.ru/media/4590/bolshakovaeiplussapinas-036.pdf	TASK::Морфологический_анализ(0.7860663533210754)|TASK::Дистрибутивная_семантика(0.760965883731842)|TASK::Проверка_правописания(0.7309781312942505)|TASK::Извлечение_именованных_сущностей(0.7129161953926086)|TASK::Cегментация_текста(0.7074099779129028)
3	dialogue_2019_b85523b62f37e902a7c897bf5a942bbc2df49ca8	en	0.9909253120422363	Morphological Parsing Of Low‑Resource Languages	http://www.dialog-21.ru/media/4628/sorokinаа-163.pdf	TASK::Морфологический_анализ(0.794456958770752)|TASK::Дистрибутивная_семантика(0.764712929725647)|TASK::Проверка_правописания(0.7231261730194092)|TASK::Cегментация_текста(0.7128262519836426)
4	dialogue_2015_112a8b3e9753b3c36f6cadfba49d55a87a6e73aa	en	0.990780234336853	Evaluating three corpus-based semantic similarity systems for Russian	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/ArefyevNVetal.pdf	TASK::Морфологический_анализ(0.7757543325424194)|TASK::Дистрибутивная_семантика(0.760258138179779)|TASK::Проверка_правописания(0.7271345853805542)|TASK::Извлечение_именованных_сущностей(0.707513689994812)
5	ainl_2016_e8872a55de95cee414e59666b22418080a09f173	en	0.9897540807723999	Improving Neural Network Models for Natural Language Processing in Russian with Synonyms	http://ieeexplore.ieee.org/document/7891856/	TASK::Морфологический_анализ(0.7685524821281433)|TASK::Дистрибутивная_семантика(0.7479603290557861)|TASK::Проверка_правописания(0.7335797548294067)|TASK::Извлечение_именованных_сущностей(0.7093019485473633)
6	dialogue_2018_95f62d40c614e814a5fc7514891a9505b3a0e261	en	0.9894393086433411	Improving Neural Morphological Tagging Using Language Models	http://www.dialog-21.ru/media/4530/sorokinaa.pdf	TASK::Морфологический_анализ(0.7824465036392212)|TASK::Дистрибутивная_семантика(0.762203574180603)|TASK::Проверка_правописания(0.7187765836715698)|TASK::Тематическое_моделирование(0.7029581069946289)|TASK::Cегментация_текста(0.7014602422714233)|TASK::Извлечение_именованных_сущностей(0.7002526521682739)
7	dialogue_2016_5c7560d2b8daf2ae1e06aa781d74bff0a131fbc9	en	0.9893329739570618	Improving Distributional Semantic Models Using Anaphora Resolution During Linguistic Preprocessing	http://www.dialog-21.ru/media/3401/koslowaokutuzova.pdf	TASK::Морфологический_анализ(0.7764167785644531)|TASK::Дистрибутивная_семантика(0.7716900706291199)|TASK::Проверка_правописания(0.7242891788482666)|TASK::Извлечение_именованных_сущностей(0.7076623439788818)|TASK::Тематическое_моделирование(0.7045278549194336)
8	dialogue_2018_592f80b29e1a2d959e92f2a5ca1601b45b2990aa	en	0.9891406297683716	Improving Part-of-speech Tagging Via Multi-task Learning and Character-level Word Representations	http://www.dialog-21.ru/media/4282/anastasyevdg.pdf	TASK::Морфологический_анализ(0.7607172131538391)|TASK::Дистрибутивная_семантика(0.7546588182449341)|TASK::Проверка_правописания(0.7098747491836548)|TASK::Извлечение_именованных_сущностей(0.706096351146698)
9	aist_2018_3b4a66d1e88d2674772efe01f34ba1b412b49756	en	0.988919198513031	Russian Q&a Method Study: from Naive Bayes to Convolutional Neural Networks	https://link.springer.com/chapter/10.1007/978-3-030-11027-7_12	TASK::Морфологический_анализ(0.7633932828903198)|TASK::Дистрибутивная_семантика(0.7451791763305664)|TASK::Проверка_правописания(0.7144389748573303)|TASK::Извлечение_именованных_сущностей(0.7034754157066345)|TASK::Cегментация_текста(0.7026394605636597)|TASK::Тематическое_моделирование(0.7020876407623291)
10	dialogue_2017_6b689b956cc1a9b24718a32216f0a01c99a0be4e	en	0.9888471364974976	Part-of-speech Tagging with Rich Language Description	http://www.dialog-21.ru/media/3895/anastasyevdgetal.pdf	TASK::Морфологический_анализ(0.7778463959693909)|TASK::Дистрибутивная_семантика(0.7563798427581787)|TASK::Проверка_правописания(0.7327710390090942)|TASK::Извлечение_именованных_сущностей(0.7096235752105713)

35.		dialogue_2018_8199d54eb226a7a544ec156a32c9912cf53d1359	en	Automated Text Readability Assessment for Russian Second Language Learners	http://www.dialog-21.ru/media/4312/laposhina%D0%B0n.pdf	TASK::Морфологический_анализ(0.7751472592353821)|TASK::Проверка_правописания(0.7429754137992859)|TASK::Дистрибутивная_семантика(0.7410681247711182)|TASK::Cегментация_текста(0.7127838134765625)|TASK::Тематическое_моделирование(0.7039737701416016)
1	dialogue_2018_f49e5d3bee8499b46bf37c11ebeb1369d105bada	en	0.9918440580368042	Efficiency of Text Readability Features in Russian Academic Texts	http://www.dialog-21.ru/media/4302/ivanovvv.pdf	TASK::Морфологический_анализ(0.785723090171814)|TASK::Дистрибутивная_семантика(0.7512580156326294)|TASK::Проверка_правописания(0.7227336168289185)|TASK::Cегментация_текста(0.711597204208374)|TASK::Тематическое_моделирование(0.7021788358688354)
2	dialogue_2017_d94d7e3801d8f21c3421ddc7b67f48f60ef7997d	en	0.9865442514419556	Multi-level Student Essay Feedback in a Learner Corpus	http://www.dialog-21.ru/media/3961/vinogradovaoietal.pdf	TASK::Морфологический_анализ(0.7780463695526123)|TASK::Дистрибутивная_семантика(0.7458206415176392)|TASK::Проверка_правописания(0.7435516119003296)|TASK::Тематическое_моделирование(0.7061219811439514)|TASK::Синтаксический_анализ(0.7049227356910706)
3	aist_2014_b52e30d63f16b825c659b285e3410d02146ab8c5	en	0.9851320385932922	Single-sentence Readability Prediction in Russian	https://link.springer.com/chapter/10.1007/978-3-319-12580-0_9	TASK::Морфологический_анализ(0.7900084257125854)|TASK::Дистрибутивная_семантика(0.7627081871032715)|TASK::Проверка_правописания(0.749642014503479)|TASK::Синтаксический_анализ(0.7203220129013062)|TASK::Cегментация_текста(0.7156606912612915)
4	dialogue_2015_3f2e67cc4bbbc560dcba69a5d5c1465353e2f309	en	0.984736979007721	Exercise Maker: automatic language exercise generation	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/MalafeevAYu.pdf	TASK::Морфологический_анализ(0.7468774914741516)|TASK::Проверка_правописания(0.7433241605758667)|TASK::Дистрибутивная_семантика(0.717780590057373)|TASK::Извлечение_именованных_сущностей(0.7042739391326904)
5	dialogue_2016_42b4099699ff462647b136d0406e71c5757a732d	en	0.9843810796737671	Machine-Translated Text detection in a collection of Russian scientific Papers	http://www.dialog-21.ru/media/3422/romanovavetal.pdf	TASK::Морфологический_анализ(0.775421679019928)|TASK::Дистрибутивная_семантика(0.756849467754364)|TASK::Проверка_правописания(0.7330682277679443)|TASK::Cегментация_текста(0.7137324810028076)|TASK::Извлечение_именованных_сущностей(0.7061787843704224)
6	dialogue_2016_26cc181f8f467bde0690517f45d93ddafd8d9288	en	0.9835910797119141	An Opinion Word Lexicon and A Training Dataset for Russian Sentiment Analysis of Social Media	http://www.dialog-21.ru/media/3400/koltsovaoyuetal.pdf	TASK::Морфологический_анализ(0.7611722946166992)|TASK::Дистрибутивная_семантика(0.7386966943740845)|TASK::Проверка_правописания(0.71803879737854)|TASK::Анализ_тональности(0.7100765705108643)|TASK::Тематическое_моделирование(0.7092766761779785)|TASK::Извлечение_именованных_сущностей(0.7011526823043823)
7	dialogue_2018_8ed94dcaeddfa8b303ec74c24c8eb48e0e484070	en	0.9832034707069397	Using Machine Translation for Automatic Genre Classification in Arabic	http://www.dialog-21.ru/media/4292/bulyginmv_sharoffsa.pdf	TASK::Морфологический_анализ(0.7680327892303467)|TASK::Дистрибутивная_семантика(0.7402153611183167)|TASK::Проверка_правописания(0.7216646671295166)|TASK::Cегментация_текста(0.7118254899978638)|TASK::Тематическое_моделирование(0.7067534327507019)|TASK::Извлечение_именованных_сущностей(0.7065967321395874)
8	aist_2019_d6b02078db975995b1bd27b4d370c829357b9ed3	en	0.9824907183647156	Cross-Lingual Argumentation Mining For Russian Texts	https://link.springer.com/chapter/10.1007/978-3-030-37334-4_12	TASK::Морфологический_анализ(0.7808479070663452)|TASK::Дистрибутивная_семантика(0.7564413547515869)|TASK::Проверка_правописания(0.7224292755126953)|TASK::Синтаксический_анализ(0.707207202911377)|TASK::Тематическое_моделирование(0.704261302947998)
9	dialogue_2019_8b815669c198b19d1c0dd316b8a5c73d6ae5c226	en	0.9822887182235718	Tracing Cultural Diachronic Semantic Shifts In Russian Using Word Embeddings: Test Sets And Baselines	http://www.dialog-21.ru/media/4598/fominvplusetal-116.pdf	TASK::Морфологический_анализ(0.7746424078941345)|TASK::Дистрибутивная_семантика(0.762948751449585)|TASK::Проверка_правописания(0.7218701839447021)|TASK::Извлечение_именованных_сущностей(0.7119929790496826)|TASK::Тематическое_моделирование(0.7022804021835327)
10	dialogue_2015_db23f030ff6ee52d57456c6219e17f2c70ec4679	en	0.9816398620605469	On Summarization Supporting Readability and Translatability	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/SheremetyevaSO.pdf	TASK::Дистрибутивная_семантика(0.7807760238647461)|TASK::Морфологический_анализ(0.7797143459320068)|TASK::Проверка_правописания(0.7387834787368774)|TASK::Синтаксический_анализ(0.7368225455284119)|TASK::Тематическое_моделирование(0.7279918193817139)|TASK::Cегментация_текста(0.7271156311035156)|TASK::Извлечение_именованных_сущностей(0.715908944606781)

36.		dialogue_2018_6d5a00769f373ca7a31c81bb33d9944981d61f52	en	Analysis of Coreferential Expressions in Paws (English-czech-russian-polish Parallel Treebankwith Anaphoric Relations)	http://www.dialog-21.ru/media/4321/nedoluzhkoa.pdf	TASK::Морфологический_анализ(0.774293839931488)|TASK::Дистрибутивная_семантика(0.7552539110183716)|TASK::Проверка_правописания(0.7235760688781738)|TASK::Построение_конкордансов(0.70573490858078)|TASK::Синтаксический_анализ(0.70317542552948)
1	dialogue_2015_fbad5d6963674202385bc9062ba88ebf2baddcf6	en	0.9927399158477783	Coreference Chains in Czech, English and Russian: Preliminary Findings	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/NedoluzhkoAetal.pdf	TASK::Морфологический_анализ(0.7848398685455322)|TASK::Дистрибутивная_семантика(0.7688369750976562)|TASK::Проверка_правописания(0.7284932732582092)|TASK::Извлечение_именованных_сущностей(0.7026854753494263)|TASK::Синтаксический_анализ(0.7017415165901184)
2	dialogue_2012_8316b9ea0ead3358a61c81ef3ddf39722ef2a5bd	en	0.9839380979537964	Some differences between Czech and Russian: a parallel corpus study	http://www.dialog-21.ru/media/1335/124.pdf	TASK::Морфологический_анализ(0.7412950992584229)|TASK::Проверка_правописания(0.7255276441574097)|TASK::Дистрибутивная_семантика(0.7050021290779114)
